,sample,longitude,latitude,lithology,unit,authors,sio2,al2o3,fe2o3,mgo,cao,na2o,k2o,tio2,p2o5,mno,cr2o3,ni_ppm,loi,sum,ba_ppm,be_ppm,co_ppm,cs_ppm,ga_ppm,hf_ppm,nb_ppm,rb_ppm,sn_ppm,sr_ppm,ta_ppm,th_ppm,u_ppm,v_ppm,w_ppm,zr_ppm,y_ppm,la_ppm,ce_ppm,pr_ppm,nd_ppm,sm_ppm,eu_ppm,gd_ppm,tb_ppm,dy_ppm,ho_ppm,er_ppm,tm_ppm,yb_ppm,lu_ppm,mo_ppm,cu_ppm,pb_ppm,zn_ppm,cr_ppm,nio,as_ppm,cd_ppm,sb_ppm,bi_ppm,ag_ppm,au_ppm,hg_ppm,tl_ppm,se_ppm,sc_ppm,eu/eu*,lan/ybn,lan/smn,rb/sr,sr/y,age_ma,feot,total,ti_ppm
46,DB05-053,-80.00228,7.47321,Basaltic Andesite,Azuero Marginal Complex (Azuero Arc),"Buchs et al., 2010",54.94,16.05,9.69,4.5,7.69,3.62,1.31,0.73,0.18,0.16,,25,0.58,99.45,381.0,,,0.4,,2.16,3,17.76,,396.0,,2.82,0.76,248.0,,101.0,21.53,16.54,33.03,4.27,18.45,4.32,1.13,3.79,0.58,3.85,0.76,2.18,0.31,2.23,0.34,,,3.11,,44,,,,,,,,,,,31.0,0.86,4.94,2.36,0.04484848484848485,18.392940083604273,53.5,,,
47,DB05-056,-80.339,7.58936,Granodiorite,Azuero Marginal Complex (Azuero Arc),"Buchs et al., 2010",66.13,13.97,6.07,0.91,2.41,4.78,2.6,0.64,0.19,0.1,,3,0.58,98.38,771.0,,,1.02,,5.89,5.98,40.65,,269.0,,4.78,1.41,16.0,,216.0,50.0,19.2,40.33,5.26,23.88,6.29,1.52,7.39,1.31,8.32,1.99,4.89,0.92,5.26,0.74,,,3.56,,bdl,,,,,,,,,,,22.0,0.69,2.43,1.88,0.15111524163568774,5.38,53.5,,,
48,DB05-058,-80.35127,7.61542,Gabbro (Basaltic Andesite),Azuero Marginal Complex (Azuero Arc),"Buchs et al., 2010",53.2,17.71,8.7,5.78,9.92,2.72,0.51,0.55,0.1,0.16,,25,1.09,100.43,219.0,,,0.66,,1.28,1.7,10.34,,331.0,,0.93,0.33,232.0,,54.0,14.99,5.32,11.23,1.56,6.98,1.99,0.68,2.25,0.39,2.5,0.56,1.55,0.26,1.55,0.23,,,2.29,,48,,,,,,,,,,,38.0,0.99,2.29,1.64,0.031238670694864048,22.081387591727818,53.5,,,
49,DB05-059,-80.35127,7.61542,Granodiorite,Azuero Marginal Complex (Azuero Arc),"Buchs et al., 2010",66.61,15.59,4.44,1.6,4.52,4.08,1.15,0.45,0.1,0.1,,6,0.51,99.14,169.0,,,0.13,,1.08,1.19,6.99,,280.0,,0.57,0.19,76.0,,105.0,6.6,3.15,6.48,0.83,3.71,0.78,0.29,0.97,0.15,1.11,0.22,0.72,0.1,0.71,0.11,,,0.91,,8,,,,,,,,,,,6.0,1.02,2.96,2.48,0.024964285714285717,42.42424242424243,53.5,,,
50,DB05-064,-80.6464,7.64399,Granodiorite,Azuero Marginal Complex (Azuero Arc),"Buchs et al., 2010",60.29,15.6,7.38,3.55,6.64,3.05,0.88,0.26,0.09,0.12,,10,1.37,99.22,112.0,,,0.23,,0.68,0.84,9.52,,318.0,,0.42,0.11,228.0,,31.0,5.56,2.29,4.6,0.59,3.04,0.66,0.2,1.0,0.14,0.82,0.2,0.68,0.13,0.95,0.16,,,1.22,,22,,,,,,,,,,,20.0,0.76,1.61,2.13,0.029937106918238993,57.19424460431655,53.5,,,
51,DB05-067,-81.17191,7.78009,Diorite,Azuero Marginal Complex (Azuero Arc),"Buchs et al., 2010",61.12,15.77,6.88,3.08,6.07,3.24,1.28,0.55,0.12,0.12,,11,0.79,99.02,397.0,,,0.5,,3.51,2.68,23.6,,252.0,,2.38,0.8,192.0,,82.0,25.35,10.88,21.25,2.69,12.48,3.37,0.79,4.39,0.6,3.88,0.79,2.51,0.44,2.78,0.5,,,3.94,,17,,,,,,,,,,,31.0,0.63,2.61,1.99,0.09365079365079365,9.940828402366863,53.5,,,
52,DB05-088,-81.36768,7.98278,Basaltic Trachyandesite,Azuero Marginal Complex (Azuero Arc),"Buchs et al., 2010",49.56,15.81,11.7,5.31,6.96,3.07,2.44,0.95,0.32,0.19,,23,2.56,98.88,1238.0,,,1.17,,1.78,3.39,38.18,,703.0,,0.8,0.39,416.0,,72.0,20.75,8.7,18.65,2.85,12.63,3.29,1.13,3.7,0.59,3.85,0.79,2.2,0.35,2.36,0.35,,,3.03,,51,,,,,,,,,,,36.0,1.0,2.46,1.63,0.05431009957325747,33.87951807228916,53.5,,,
53,DB06-052,-80.87309,7.56174,Basalt,Azuero Marginal Complex (Azuero Arc),"Buchs et al., 2010",47.96,15.23,11.56,6.7,10.68,3.51,0.24,1.61,0.29,0.2,,59,1.6,99.58,105.0,,,0.11,,3.44,8.53,3.11,,235.0,,1.06,0.34,338.0,,143.87,33.04,15.41,34.68,4.41,20.3,4.68,1.74,5.35,0.85,5.81,1.18,3.53,0.5,3.21,0.5,,,0.74,,358,,,,,,,,,,,51.0,1.07,3.2,2.03,0.013234042553191489,7.112590799031477,53.5,,,
54,DB06-105,-80.7942,7.51309,Gabbro,Azuero Marginal Complex (Azuero Arc),"Buchs et al., 2010",47.51,15.67,11.79,6.05,12.01,2.9,0.25,1.69,0.31,0.27,,58,1.09,99.54,83.0,,,0.05,,3.69,9.11,2.4,,192.0,,1.01,0.37,362.0,,149.36,35.54,14.74,34.96,4.65,20.14,4.91,1.63,5.42,0.93,6.13,1.33,3.87,0.59,3.74,0.54,,,2.58,,341,,,,,,,,,,,54.0,0.97,2.63,1.85,0.012499999999999999,5.402363534046145,53.5,,,
55,DB06-123,-81.60789,7.36469,Trachyandesite,Azuero Marginal Complex (Azuero Arc),"Buchs et al., 2010",55.43,18.49,6.73,3.19,8.22,4.51,1.18,0.73,0.14,0.25,,51,0.55,99.42,507.0,,,0.13,,2.12,2.92,11.99,,304.0,,1.51,0.44,265.0,,88.81,17.66,7.91,15.12,2.15,9.7,2.44,0.83,2.7,0.41,2.86,0.59,1.74,0.27,1.86,0.27,,,3.01,,360,,,,,,,,,,,31.0,0.99,2.84,1.99,0.039440789473684214,17.214043035107586,53.5,,,
56,AZ-3-1,-80.402,7.81,Basalt,Azuero. Sona. Coiba 50-61 Ma,"Lissina, 2005",47.33,15.94,12.33,5.3,9.54,3.08,0.56,1.82,0.14,0.13,,44,,100.13,139.0,,,,,1.68,2.37,9.21,,431.0,0.12,0.39,0.15,,,60.0,29.0,4.4,11.99,2.22,11.99,3.85,1.36,4.4,0.74,4.52,0.9,2.43,0.34,2.18,0.31,,,0.59,,51,,,,,,,,,,,,1.02,1.35,0.7,0.021368909512761023,14.862068965517242,55.5,,,
57,AZ-4-3,-80.386,7.818,Basalt,Azuero. Sona. Coiba 50-61 Ma,"Lissina, 2005",46.92,16.11,12.88,6.73,11.87,1.77,0.7,1.65,0.21,0.19,,60,,100.41,133.0,,,,,1.87,3.16,15.11,,452.0,0.19,,,,,67.0,25.0,4.84,12.83,2.34,12.13,3.76,1.38,4.4,0.72,4.5,0.89,2.46,0.35,2.29,0.33,,,,,149,,,,,,,,,,,,1.04,1.41,0.79,0.03342920353982301,18.08,55.5,,,
58,AZ-44-1,-80.29,7.722,Basalt,Azuero. Sona. Coiba 50-61 Ma,"Lissina, 2005",48.24,17.77,12.18,5.36,9.56,2.74,0.49,1.53,0.15,0.18,,41,,100.62,185.0,,,,,2.16,4.91,6.59,,23.0,0.3,0.51,0.17,,,82.0,23.0,5.27,13.95,2.18,10.6,3.21,1.2,3.78,0.64,4.11,0.83,2.28,0.33,2.18,0.33,,,1.07,,44,,,,,,,,,,,,1.06,1.61,1.01,0.28652173913043477,1.0,55.5,,,
59,AZ-46-1,-80.309,7.705,Basaltic Andesite,Azuero. Sona. Coiba 50-61 Ma,"Lissina, 2005",53.56,16.85,10.72,3.82,9.43,2.43,0.59,1.08,0.26,0.23,,32,,100.61,311.0,,,,,2.88,2.73,5.66,,30.0,0.15,2.07,0.58,,,113.0,30.0,11.44,25.42,3.62,16.09,4.21,1.32,4.9,0.81,5.33,1.11,3.16,0.47,3.18,0.48,,,2.18,,51,,,,,,,,,,,,0.89,2.4,1.67,0.18866666666666668,1.0,55.5,,,
60,AZ-48,-80.305,7.693,Basaltic Andesite,Azuero. Sona. Coiba 50-61 Ma,"Lissina, 2005",52.02,18.38,10.28,3.02,9.55,2.99,0.29,1.25,0.22,0.16,,13,,100.34,223.0,,,,,3.34,2.95,3.49,,36.0,0.17,1.99,0.63,,,123.0,36.0,10.48,24.57,3.66,16.7,4.67,1.46,5.56,0.94,6.19,1.29,3.69,0.55,3.73,0.57,,,2.44,,20,,,,,,,,,,,,0.88,1.87,1.38,0.09694444444444444,1.0,55.5,,,
61,G16,-79.993,7.514,Basaltic Andesite,Azuero. Sona. Coiba 50-61 Ma,"Lissina, 2005",51.81,15.4,12.67,4.54,8.36,2.96,0.88,1.17,0.2,0.19,,,,101.02,,,,,,2.36,2.25,16.65,,,0.13,1.34,0.42,,,,,8.77,21.57,3.17,14.08,3.66,1.16,4.14,0.66,4.19,0.88,2.41,0.37,2.44,0.36,,,1.84,,,,,,,,,,,,,,0.92,2.4,1.47,,,55.5,,,
62,G17,-79.993,7.514,Basalt,Azuero. Sona. Coiba 50-61 Ma,"Lissina, 2005",50.21,17.02,8.79,5.04,11.46,3.85,0.34,1.11,0.16,0.12,,22,,100.93,97.0,,,,,1.88,1.74,6.91,,326.0,0.1,0.52,0.16,,,69.0,19.0,4.88,12.58,1.94,9.49,2.79,0.98,3.4,0.6,3.89,0.84,2.26,0.34,2.18,0.32,,,0.91,,54,,,,,,,,,,,,0.98,1.49,1.08,0.021196319018404908,17.157894736842106,55.5,,,
63,G19,-79.999,7.472,Andesite,Azuero. Sona. Coiba 50-61 Ma,"Lissina, 2005",56.49,15.91,8.33,3.5,8.88,4.49,0.54,1.22,0.26,0.14,,13,,100.38,193.0,,,,,1.29,4.43,5.02,,228.0,0.25,1.31,0.65,,,153.0,37.0,10.91,27.55,4.15,18.95,5.09,1.57,5.59,0.91,5.55,1.13,2.99,0.44,2.73,0.37,,,2.53,,67,,,,,,,,,,,,0.9,2.66,1.32,0.02201754385964912,6.162162162162162,55.5,,,
64,G20,-79.999,7.472,Basalt,Azuero. Sona. Coiba 50-61 Ma,"Lissina, 2005",50.27,16.45,10.56,6.25,9.6,3.47,0.71,0.72,0.1,0.18,,29,,99.42,235.0,,,,,0.4,1.76,10.01,,353.0,0.1,0.5,0.17,,,49.0,15.0,3.89,9.98,1.54,7.35,2.1,0.74,2.48,0.41,2.57,0.53,1.43,0.22,1.41,0.2,,,2.87,,80,,,,,,,,,,,,1.0,1.84,1.14,0.028356940509915014,23.533333333333335,55.5,,,
65,PAN-06-206,-76.4093453819,5.89262637211,Granodiorite,Bayano,"Wegner et al., 2011",61.6,16.2,6.09,2.93,5.86,3.36,1.09,0.42,0.11,0.16,,10,,97.82,601.0,,15.0,0.2,,2.05,1.44,18.07,,252.0,0.09,1.41,0.46,137.0,,73.0,16.0,7.8,15.15,2.22,9.56,2.23,0.7,2.3,0.39,2.57,0.55,1.71,0.26,1.83,0.3,,,,,,,,,,,,,,,,,0.95,2.84,2.15,0.0717063492063492,15.75,53.0,,,
66,PAN-06-207,-76.4082440903,5.75617870218,Diorite,Bayano,"Wegner et al., 2011",57.0,17.44,8.46,3.6,7.56,3.55,0.19,0.6,0.126,0.1,,6,,98.59,203.0,,19.0,0.1,,1.56,1.25,1.93,,368.0,0.06,0.8,0.34,232.0,,59.0,20.0,6.76,14.09,2.17,9.85,2.65,0.87,3.04,0.51,3.27,0.71,2.17,0.31,2.14,0.34,,,,,,,,,,,,,,,,,0.94,2.11,1.57,0.005244565217391304,18.4,53.0,,,
67,PAN-06-208,-76.4063313349,5.77046308771,Diorite,Bayano,"Wegner et al., 2011",71.3,13.82,3.64,1.22,3.4,3.98,1.41,0.37,0.071,0.04,,3,,99.23,407.0,,7.0,0.14,,1.92,2.62,21.42,,164.0,0.15,2.58,0.83,79.0,,52.0,20.0,9.92,20.77,2.93,12.35,2.93,0.74,3.01,0.51,3.25,0.72,2.28,0.34,2.42,0.39,,,,,,,,,,,,,,,,,0.77,2.73,2.08,0.13060975609756098,8.2,53.0,,,
68,PAN-06-209,-76.4175740243,5.80664514352,Diorite,Bayano,"Wegner et al., 2011",59.3,15.51,7.51,3.92,8.47,2.28,0.11,0.52,0.099,0.13,,16,,97.83,83.0,,17.0,0.06,,0.68,1.47,0.97,,252.0,0.08,1.44,0.36,254.0,,20.0,20.0,8.98,19.03,2.67,11.67,2.82,0.8,3.12,0.51,3.22,0.71,2.16,0.31,2.15,0.34,,,,,,,,,,,,,,,,,0.83,2.78,1.96,0.003849206349206349,12.6,53.0,,,
69,PAN-06-210,-76.4238897295,5.81035984614,Andesite,Bayano,"Wegner et al., 2011",58.8,16.8,6.59,3.41,7.62,2.83,0.09,0.42,0.102,0.28,,12,,96.94,207.0,,12.0,0.12,,1.46,0.85,1.16,,246.0,0.05,0.56,0.24,148.0,,48.0,20.0,4.16,9.07,1.4,6.9,1.92,0.71,2.32,0.42,3.0,0.68,2.11,0.32,2.38,0.38,,,,,,,,,,,,,,,,,1.03,1.17,1.33,0.004715447154471544,12.3,53.0,,,
70,PAN-06-211,-76.4144766527,5.94335901949,Basalt,Bayano,"Wegner et al., 2011",50.4,15.35,9.8,7.9,11.39,2.26,0.17,0.67,0.078,0.18,,66,,98.16,94.0,,37.0,0.09,,1.05,0.39,2.03,,200.0,0.02,0.27,0.1,297.0,,36.0,26.0,3.94,8.78,1.52,7.78,2.45,0.85,3.31,0.57,3.78,0.84,2.49,0.35,2.25,0.34,,,,,,,,,,,,,,,,,0.92,1.17,0.99,0.01015,7.6923076923076925,53.0,,,
71,CP-98,-81.593,8.207,Andesite,Central Cordillera 30-40 Ma,"Lissina, 2005",55.9,17.27,8.13,3.98,8.37,2.79,0.83,0.89,0.17,0.15,,33,,99.77,364.0,,,,,2.56,5.64,14.12,,349.0,0.34,1.02,0.37,,,99.0,22.0,10.17,22.37,3.13,13.54,3.42,1.08,3.84,0.61,3.8,0.77,2.18,0.33,2.18,0.33,,,2.64,,68,,,,,,,,,,,,0.92,3.11,1.83,0.04045845272206303,15.863636363636363,35.0,,,
72,G64,-81.705,7.637,Basaltic Andesite,Central Cordillera 30-40 Ma,"Lissina, 2005",51.06,17.83,7.82,6.13,10.46,3.68,0.12,0.69,0.09,0.15,,93,,100.14,267.0,,,,,1.56,2.02,7.46,,162.0,0.12,0.37,0.16,,,56.0,25.0,2.54,6.88,1.13,5.54,1.87,0.72,2.57,0.46,3.11,0.68,1.9,0.3,1.97,0.29,,,1.18,,117,,,,,,,,,,,,1.01,0.86,0.84,0.04604938271604938,6.48,35.0,,,
73,M102aKH,-81.343,8.326,Andesite,Central Cordillera 30-40 Ma,"Lissina, 2005",55.91,15.45,10.78,3.33,5.9,4.09,1.06,1.36,0.26,0.21,,377,,100.64,578.0,,,,,3.22,4.93,13.37,,34.0,0.33,1.06,0.41,,,,105.0,10.17,23.67,3.68,17.98,5.08,1.61,5.88,1.0,6.37,1.34,3.73,0.55,3.7,0.56,,,2.49,,12,,,,,,,,,,,,0.91,1.83,1.23,0.393235294117647,0.3238095238095238,35.0,,,
74,M106aKH,-81.64,8.055,Andesite,Central Cordillera 30-40 Ma,"Lissina, 2005",56.2,16.93,8.1,3.84,7.94,3.14,0.75,1.05,0.2,0.15,,13,,99.81,307.0,,,,,4.01,7.81,14.38,,384.0,0.62,1.71,0.55,,,124.0,24.0,14.23,30.77,4.19,18.06,4.3,1.35,4.64,0.74,4.61,0.94,2.62,0.39,2.6,0.39,,,2.41,,39,,,,,,,,,,,,0.93,3.65,2.04,0.03744791666666667,16.0,35.0,,,
75,M35aKH,-81.593,8.207,Andesite,Central Cordillera 30-40 Ma,"Lissina, 2005",56.06,17.39,7.57,3.72,8.42,3.17,0.86,0.91,0.18,0.15,,25,,100.43,311.0,,,,,2.83,5.03,13.59,,355.0,0.36,1.02,0.37,,,103.0,25.0,10.4,23.23,3.28,14.56,3.69,1.16,3.98,0.69,4.22,0.87,2.45,0.36,2.46,0.37,,,3.62,,58,,,,,,,,,,,,0.93,2.82,1.73,0.03828169014084507,14.2,35.0,,,
76,P010223-2,,,Basalt,Chagres,"Wegner et al., 2011",48.0,16.5,10.26,7.91,10.09,1.96,1.24,0.74,0.064,0.38,,83,,97.15,932.0,,54.0,0.34,,0.86,1.57,14.4,,153.0,0.03,0.14,0.02,268.0,,24.0,16.0,1.4,3.94,0.71,4.01,1.52,0.65,2.03,0.39,2.79,0.62,1.78,0.26,1.74,0.27,,,,,,,,,,,,,,,,,1.14,0.54,0.57,0.09411764705882353,9.5625,53.0,,,
77,P010223-6,,,Basalt,Chagres,"Wegner et al., 2011",47.8,17.7,7.43,9.99,15.6,1.18,0.05,0.32,0.025,0.14,,64,,100.23,41.0,,46.0,0.02,,0.44,0.75,0.96,,208.0,0.04,0.13,0.04,177.0,,13.0,12.0,1.98,4.78,0.82,4.39,1.48,0.69,2.17,0.36,2.39,0.51,1.49,0.2,1.38,0.2,,,,,,,,,,,,,,,,,1.18,0.96,0.82,0.004615384615384615,17.333333333333332,53.0,,,
78,PAN-02-001,-79.317187736,9.355166197,Basalt,Chagres,"Wegner et al., 2011",49.2,15.2,11.56,6.43,8.88,4.24,0.03,0.89,0.072,0.29,,41,,96.8,15.0,,45.0,0.01,,1.02,0.98,0.39,,158.0,0.03,0.23,0.08,386.0,,34.0,19.0,1.99,5.04,0.86,4.81,1.69,0.67,2.34,0.43,2.99,0.65,1.93,0.28,1.89,0.29,,,,,,,,,,,,,,,,,1.04,0.7,0.72,0.002468354430379747,8.31578947368421,53.0,,,
79,PAN-02-002,-79.317185997,9.355527837,Andesite,Chagres,"Wegner et al., 2011",57.5,14.1,13.58,3.95,2.06,4.97,0.09,1.09,0.138,0.17,,3,,97.65,36.0,,20.0,0.01,,2.54,0.87,0.66,,66.0,0.05,0.5,0.18,264.0,,83.0,26.0,3.94,9.03,1.62,8.28,2.72,0.86,3.42,0.64,4.39,0.97,2.87,0.44,2.86,0.47,,,,,,,,,,,,,,,,,0.87,0.92,0.89,0.01,2.5384615384615383,53.0,,,
80,PAN-02-004-1,-79.312394059,9.373243847,Basalt,Chagres,"Wegner et al., 2011",49.6,14.9,9.95,8.77,11.37,2.26,0.08,0.81,0.056,0.17,,160,,97.96,27.0,,46.0,0.01,,1.19,0.53,0.49,,142.0,0.03,0.23,0.06,288.0,,41.0,20.0,1.81,4.91,0.9,4.99,1.84,0.67,2.49,0.47,3.23,0.71,2.08,0.31,2.06,0.32,,,,,,,,,,,,,,,,,0.96,0.59,0.61,0.0034507042253521126,7.1,53.0,,,
81,PAN-02-004-2,-79.314096821,9.373170587,Basalt Andesite,Chagres,"Wegner et al., 2011",52.1,16.2,8.97,6.27,10.88,2.15,0.29,0.51,0.055,0.18,,48,,97.61,172.0,,40.0,0.08,,0.95,0.64,3.37,,237.0,0.03,0.53,0.24,305.0,,32.0,14.0,4.03,8.5,1.25,5.82,1.67,0.58,2.04,0.34,2.21,0.48,1.37,0.2,1.31,0.2,,,,,,,,,,,,,,,,,0.97,2.05,1.48,0.014219409282700423,16.928571428571427,53.0,,,
82,PAN-02-005,-79.316773626,9.371221383,Basalt,Chagres,"Wegner et al., 2011",47.9,15.1,9.55,10.06,13.71,1.16,0.32,0.51,0.048,0.21,,140,,98.57,52.0,,48.0,0.08,,0.61,0.39,6.59,,184.0,0.02,0.23,0.06,262.0,,19.0,10.0,1.75,4.19,0.68,3.51,1.14,0.44,1.46,0.26,1.75,0.38,1.09,0.16,1.08,0.17,,,,,,,,,,,,,,,,,1.05,1.08,0.94,0.035815217391304346,18.4,53.0,,,
83,PAN-02-008,-79.325532268,9.357746264,Basalt Andesite,Chagres,"Wegner et al., 2011",52.8,14.3,15.52,3.92,3.83,6.61,0.05,1.33,0.151,0.18,,4,,98.69,18.0,,36.0,0.01,,1.74,0.17,0.34,,49.0,0.01,0.3,0.1,373.0,,62.0,27.0,2.51,5.81,1.15,6.34,2.32,0.93,3.15,0.58,4.07,0.91,2.74,0.41,2.78,0.43,,,,,,,,,,,,,,,,,1.06,0.6,0.67,0.006938775510204082,1.8148148148148149,53.0,,,
84,PAN-02-009,-79.325532268,9.357746264,Granodiorite,Chagres,"Wegner et al., 2011",73.2,13.5,2.52,0.71,3.17,4.71,0.25,0.45,0.087,0.04,,1,,98.64,130.0,,3.0,0.03,,4.41,1.28,1.32,,156.0,0.07,1.2,0.36,15.0,,147.0,32.0,8.36,23.5,2.98,13.9,3.84,1.17,4.43,0.79,5.42,1.23,3.77,0.58,4.02,0.64,,,,,,,,,,,,,,,,,0.87,1.39,1.34,0.008461538461538461,4.875,53.0,,,
85,PAN-02-010,-79.325532268,9.357746264,Granodiorite,Chagres,"Wegner et al., 2011",73.0,13.5,2.81,0.79,3.26,4.59,0.15,0.52,0.104,0.03,,1,,98.75,152.0,,3.0,0.05,,3.91,1.32,0.49,,156.0,0.07,0.97,0.3,29.0,,128.0,30.0,7.68,20.8,2.52,11.5,3.25,1.05,4.05,0.74,5.14,1.15,3.41,0.52,3.48,0.56,,,,,,,,,,,,,,,,,0.89,1.47,1.45,0.003141025641025641,5.2,53.0,,,
86,PAN-02-031,-79.307981172,9.384008872,Basalt,Chagres,"Wegner et al., 2011",47.6,22.2,6.42,5.5,14.46,1.67,0.04,0.39,0.04,0.17,,54,,98.49,31.0,,32.0,0.01,,0.58,0.53,0.28,,164.0,0.02,0.15,0.03,170.0,,18.0,10.0,1.18,2.97,0.5,2.73,0.96,0.4,1.3,0.24,1.72,0.38,1.09,0.16,1.05,0.17,,,,,,,,,,,,,,,,,1.1,0.75,0.76,0.001707317073170732,16.4,53.0,,,
87,PAN-02-032,-79.307981172,9.384008872,Basalt,Chagres,"Wegner et al., 2011",48.8,13.5,11.24,10.15,11.11,1.78,0.1,0.53,0.073,0.23,,158,,97.51,30.0,,50.0,0.01,,0.82,0.36,0.66,,157.0,0.02,0.21,0.05,234.0,,27.0,14.0,1.92,4.97,0.78,4.13,1.43,0.53,1.9,0.34,2.29,0.5,1.48,0.21,1.43,0.22,,,,,,,,,,,,,,,,,0.99,0.9,0.83,0.004203821656050956,11.214285714285714,53.0,,,
88,PAN-02-033,-79.307981172,9.384008872,Gabbro,Chagres,"Wegner et al., 2011",52.2,18.0,9.87,4.1,10.3,2.68,0.1,1.01,0.156,0.14,,6,,98.55,44.0,,26.0,0.01,,0.79,1.08,0.49,,295.0,0.05,0.57,0.2,270.0,,22.0,23.0,4.19,9.47,1.49,7.5,2.32,0.9,2.98,0.52,3.43,0.75,2.18,0.32,2.06,0.31,,,,,,,,,,,,,,,,,1.05,1.36,1.11,0.0016610169491525423,12.826086956521738,53.0,,,
89,PAN-02-034,-79.311354754,9.381077576,Basalt Andesite,Chagres,"Wegner et al., 2011",52.2,16.7,9.92,5.22,7.85,3.32,0.75,0.61,0.147,0.17,,25,,96.89,297.0,,36.0,0.13,,1.54,1.5,9.76,,394.0,0.09,0.98,0.34,326.0,,60.0,22.0,7.1,15.1,2.24,10.4,2.7,0.88,3.07,0.46,2.86,0.62,1.8,0.26,1.74,0.27,,,,,,,,,,,,,,,,,0.94,2.72,1.62,0.024771573604060914,17.90909090909091,53.0,,,
90,PAN-02-035,-79.311918087,9.379425732,Basalt,Chagres,"Wegner et al., 2011",48.4,17.4,7.33,8.86,12.93,2.0,0.09,0.53,0.049,0.12,,123,,97.71,23.0,,45.0,0.05,,0.71,1.19,1.25,,208.0,0.02,0.15,0.04,235.0,,25.0,12.0,1.12,3.52,0.63,3.42,1.21,0.46,1.57,0.29,2.0,0.43,1.25,0.18,1.21,0.18,,,,,,,,,,,,,,,,,1.03,0.62,0.57,0.006009615384615385,17.333333333333332,53.0,,,
91,PAN-02-037,-79.318017286,9.371959627,Basalt,Chagres,"Wegner et al., 2011",47.7,15.3,10.1,9.84,13.51,1.22,0.04,0.54,0.047,0.19,,134,,98.49,32.0,,43.0,0.01,,0.52,0.86,0.22,,192.0,0.02,0.14,0.06,288.0,,15.0,7.0,0.99,2.98,0.38,1.96,0.68,0.27,0.89,0.17,1.19,0.27,0.81,0.12,0.84,0.13,,,,,,,,,,,,,,,,,1.07,0.79,0.9,0.0011458333333333333,27.428571428571427,53.0,,,
92,PAN-02-038,-79.32710857,9.298244195,Andesite,Chagres,"Wegner et al., 2011",50.9,14.6,15.07,4.66,7.27,3.27,1.18,1.54,0.181,0.17,,12,,98.84,132.0,,14.0,0.41,,2.04,1.38,25.7,,173.0,0.08,0.86,0.24,515.0,,79.0,32.0,3.91,9.66,1.61,8.27,2.85,1.01,3.8,0.71,4.92,1.09,3.19,0.48,3.21,0.5,,,,,,,,,,,,,,,,,0.94,0.81,0.84,0.1485549132947977,5.40625,53.0,,,
93,PAN-02-040,-79.330247427,9.300437842,Granite,Chagres,"Wegner et al., 2011",75.6,13.0,2.05,0.44,2.41,5.48,0.11,0.3,0.055,0.03,,1,,99.47,185.0,,1.0,0.02,,1.19,0.84,0.72,,142.0,0.04,0.91,0.32,14.0,,29.0,25.0,5.48,16.8,1.79,8.2,2.41,0.69,2.97,0.56,4.02,0.91,2.8,0.44,2.94,0.44,,,,,,,,,,,,,,,,,0.79,1.24,1.4,0.0050704225352112674,5.68,53.0,,,
94,PAN-02-041,-79.323487698,9.311264679,Basalt Andesite,Chagres,"Wegner et al., 2011",54.3,18.2,7.97,4.52,8.22,2.92,0.73,0.55,0.126,0.15,,13,,97.69,333.0,,24.0,0.39,,1.48,2.23,5.68,,263.0,0.1,1.05,0.28,180.0,,55.0,14.0,5.79,12.5,1.61,7.03,1.78,0.64,2.07,0.35,2.3,0.5,1.47,0.22,1.48,0.24,,,,,,,,,,,,,,,,,1.02,2.61,2.0,0.02159695817490494,18.785714285714285,53.0,,,
95,PAN-02-042,-79.323487698,9.311264679,Gabbro,Chagres,"Wegner et al., 2011",44.6,13.2,19.72,5.89,9.91,2.33,0.15,2.17,0.073,0.26,,5,,98.3,54.0,,56.0,0.07,,1.08,0.83,1.61,,135.0,0.04,0.27,0.07,621.0,,29.0,22.0,1.7,4.58,0.86,4.96,2.06,0.85,2.91,0.56,3.92,0.86,2.46,0.36,2.39,0.36,,,,,,,,,,,,,,,,,1.07,0.47,0.51,0.011925925925925927,6.136363636363637,53.0,,,
96,PAN-02-043,-79.328569737,9.306804081,Granite,Chagres,"Wegner et al., 2011",66.5,15.6,3.94,1.48,4.84,5.29,0.19,0.79,0.269,0.1,,1,,99.0,204.0,,2.0,0.02,,3.03,0.95,0.42,,186.0,0.04,0.72,0.2,14.0,,96.0,41.0,5.47,16.9,2.56,13.6,4.64,1.27,5.85,1.09,7.4,1.61,4.65,0.68,4.39,0.68,,,,,,,,,,,,,,,,,0.75,0.83,0.73,0.002258064516129032,4.536585365853658,53.0,,,
97,PAN-02-043-b,-79.328569737,9.306804081,Granite,Chagres,"Wegner et al., 2011",74.6,13.1,2.06,0.51,2.99,5.11,0.16,0.37,0.076,0.05,,1,,99.02,198.0,,1.0,0.02,,3.52,1.09,0.58,,161.0,0.06,1.06,0.28,9.0,,113.0,32.0,6.32,16.3,2.25,10.4,3.21,1.28,3.96,0.76,5.36,1.22,3.69,0.59,4.0,0.64,,,,,,,,,,,,,,,,,1.1,1.05,1.21,0.0036024844720496892,5.03125,53.0,,,
