Sample,Reference,Unit,Location,Petrography,Rock type,East,North,sio2,tio2,al2o3,fe2o3,feo,Measured Fe,feo_tot,mno,mgo,cao,na2o,k2o,p2o5,LOI,Total,la_ppm,ce_ppm,pr_ppm,nd_ppm,sm_ppm,eu_ppm,gd_ppm,tb_ppm,dy_ppm,ho_ppm,er_ppm,tm_ppm,yb_ppm,lu_ppm,y_ppm,sc_ppm,hf_ppm,nb_ppm,ta_ppm,th_ppm,zn_ppm,co_ppm,ni_ppm,ba_ppm,cr_ppm,v_ppm,se_ppm,br_ppm,cu_ppm,sr_ppm,zr_ppm,rb_ppm,as_ppm,be_ppm,sb_ppm,sn_ppm,u_ppm,w_ppm,bi_ppm,cd_ppm,cs_ppm,ga_ppm,ge_ppm,In_ppm,mo_ppm,pb_ppm,ag_ppm,Tl,Analytical technique (element),Age (Ma) dating,±,Age (Ma) reference,age,±,Reference,Age max (Ma),±,Age min (Ma),±,Reference,Preferred Age max (Ma),±,Preferred Age min (Ma),±,Reference(s),Radiometric dating technique,Dated material,87Sr/86Sr,±,87Rb/86Sr,±,(87Sr/86Sr)i,147Sm/144Nd,±,143Nd/144Nd,±,eNd,(143Nd/144Nd)i,eNdi,(206Pb/204Pb)i,206Pb/204Pb,(207Pb/204Pb)i ,207Pb/204Pb,(208Pb/204Pb)i,208Pb/204Pb,208Pb/206Pb,207Pb/206Pb
VO170,Oliveros et al 2007,Oficina Viz Formation,0,Basaltic andesite,V,399023,7743434,53.63,1.49,15.56,1.98,7.13,9.11,8.91,0.16,4.35,7.6,3.21,2.42,0.31,1.56,99.41,17.83,40.95,5.73,25.34,6.09,1.85,5.95,0.92,5.49,1.08,3.06,0.45,3.02,0.48,30.43,0,4.73,4.76,0.41,4.19,99.54,27.11,22.84,400.3,53.9,301,0,0,6.67,356.4,180.6,78.86,5.52,1.28,0.34,1.8,1.14,0.35,-0.05,-0.1,1.43,19.88,1.53,0.09,1.41,12.87,0,0,"ICP-AES, ICP-MS",0,0,156,155.8,5,Oliveros et al 2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO137,Oliveros et al 2007,La Negra Formation,0,Andesite,V,366692,7441863,50.75,1.97,15.12,1.98,7.13,9.11,8.91,0.22,5.27,7.85,3.6,1.82,0.28,1.91,97.9,9.94,26.05,3.97,18.92,5.19,1.74,5.62,0.91,5.63,1.14,3.21,0.48,3.21,0.49,32.25,0,3.73,4.29,0.37,1.34,117.7,29.6,35.93,236.3,90.6,337.2,0,0,130.8,332.2,142.2,65.25,5.32,1.08,-0.25,1.58,0.42,0.16,-0.05,-0.1,0.64,18.95,1.41,0.08,1.16,9.13,0,0,"ICP-AES, ICP-MS",155,2,0,154.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO47,Oliveros et al 2007,La Negra Formation,0,Basaltic andesite,V,362647,7372462,51.43,1.64,15.37,1.98,7.13,9.11,8.91,0.52,4.47,6.61,3.25,1.54,0.28,2.22,96.45,16.1,36.74,5.18,23.59,6.19,1.9,6.35,1.04,6.44,1.32,3.8,0.58,3.84,0.6,37.64,0,4.75,4.28,0.37,2.54,300.2,30.88,21.07,195.5,36.4,367.8,0,0,67.58,282.7,184.5,96.99,19.76,1.04,0.25,1.23,0.74,0.24,-0.05,-0.1,1.58,19.71,1.45,0.09,1.32,5.98,0,0,"ICP-AES, ICP-MS",155,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO48,Oliveros et al 2007,La Negra Formation,0,Andesite,V,363410,7372623,55.21,0.85,16.32,2.65,5.56,8.21,7.94,0.16,4.52,7.74,2.84,1.46,0.11,1.33,98.74,7.94,18.79,2.66,12.09,3.28,1,3.55,0.6,3.77,0.78,2.26,0.34,2.43,0.38,23.15,0,2.93,2.15,0.21,3.22,101.9,28.49,39.5,157.8,88.09,229.7,0,0,209.1,250.9,110.1,41.16,3.7,0.6,0.31,1.11,0.91,0.31,-0.05,-0.1,1.42,17.11,1.33,-0.1,1.71,4.84,0,0,"ICP-AES, ICP-MS",155,1,0,154.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO136,Oliveros et al 2007,La Negra Formation,0,Granite,P,368439,7389588,69.96,0.38,15.61,0.58,2.07,2.65,2.59,0.05,1.01,2.69,4.23,3.26,0.14,0.69,100.68,23.85,47.71,5.69,20.9,3.97,0.91,3.21,0.5,2.92,0.58,1.74,0.28,2.02,0.33,17.91,0,5.29,7.24,0.94,13.47,16.58,4.38,-2.5,408.6,6.24,33.62,0,0,5.25,301.1,195,108.9,-2.5,1.83,-0.25,1.32,2.39,0.34,-0.05,-0.1,1.09,17.61,1.29,-0.1,0.87,3.21,0,0,"ICP-AES, ICP-MS",153,1,0,153.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO164,Oliveros et al 2007,Oficina Viz Formation,0,Andesite,V,394476,7742760,60.5,1.07,11.45,3.59,2.15,5.74,5.38,0.08,1.54,13.16,0.11,0.72,0.26,4.58,99.2,15.86,32.27,4.41,19.29,4.59,1.42,4.58,0.67,4,0.77,2.19,0.32,2.12,0.34,22.8,0,3.53,3.47,0.32,3.1,50.75,12.33,8.61,79.55,19.07,209.5,0,0,5.09,196.2,140.4,20.98,6.22,2.38,0.67,1.4,0.87,0.22,-0.05,-0.1,0.22,32.88,2.73,-0.1,2.19,7.32,0,0,"ICP-AES, ICP-MS",0,0,0,0,0,0,175,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO50,Oliveros et al 2007,Oficina Viz Formation,0,Andesite,V,397140,7738411,54.67,1.51,16.18,2.73,5.73,8.46,8.19,0.18,4.36,4.85,4.04,3.28,0.37,1.34,99.24,20.76,48.47,6.56,27.9,6.66,1.67,6.27,0.98,5.85,1.17,3.29,0.49,3.35,0.51,33.82,0,5.92,6.92,0.61,7.09,136.2,24.24,32.42,487.9,77.88,225.1,0,0,156.4,195.5,251.9,117.8,2.57,1.62,-0.25,2.25,1.91,0.51,-0.05,-0.1,0.84,18.83,1.22,-0.1,1.99,6.46,0,0,"ICP-AES, ICP-MS",0,0,0,0,0,0,175,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO160,Oliveros et al 2007,Oficina Viz Formation,0,Andesite,V,394476,7742791,52.25,1.35,16.84,2.73,5.73,8.46,8.19,0.2,3.89,7.48,3.5,2.72,0.31,2.24,99.26,18.02,39.94,5.54,24.03,5.63,1.85,5.37,0.8,4.74,0.94,2.59,0.39,2.59,0.41,26.86,0,4.48,4.44,0.39,3.84,135.2,25.28,18.82,417,22.96,267.5,0,0,15.27,473.8,180,101.6,7.15,1.31,0.23,1.52,1.05,0.26,-0.05,-0.1,0.94,20.35,1.33,0.07,0.88,7.64,0,0,"ICP-AES, ICP-MS",170,3,0,170.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO4,Oliveros et al 2007,La Negra Formation,0,Andesite,V,374337,7550466,53.22,1.33,15.66,3.23,6.77,10,9.68,0.2,3.6,6.54,3.42,0.5,0.21,4.06,98.74,18.54,40.34,5.41,23.73,5.83,1.63,5.61,0.89,5.31,1.08,3.05,0.46,3.08,0.5,31.45,0,4.62,3.5,0.31,5.32,110.2,26.57,17.85,257.4,20.15,329.6,0,0,290.3,383.6,179.8,9.2,1.82,1.19,-0.25,1.71,1.36,0.35,-0.05,-0.1,1.14,18.76,1.4,-0.1,1.71,5.93,0,0,"ICP-AES, ICP-MS",0,0,165,164.9,2,Oliveros et al 2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO155A,Oliveros et al 2007,La Negra Formation,0,Basaltic andesite,V,376015,7548296,53.13,1.08,16.41,6.41,3.84,10.25,9.61,0.31,5.01,2.87,4.81,1.37,0.25,3.93,99.41,15.75,35.25,4.9,21.29,5.13,1.37,4.94,0.76,4.56,0.92,2.62,0.39,2.69,0.41,26.83,0,4.09,2.63,0.24,4.45,185.9,26.56,16.49,158.9,33.17,320,0,0,18.48,326.7,143.8,59.66,20.74,1.13,0.72,1.46,1.19,0.42,-0.05,-0.1,1.41,19.63,1.8,0.08,1.44,4.86,0,0,"ICP-AES, ICP-MS",161,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO2,Oliveros et al 2007,La Negra Formation,0,Andesite,V,371625,7528363,55.39,1.06,15.08,2.69,5.64,8.33,8.06,0.17,4.98,6.72,3.34,2.44,0.29,1.48,99.27,15.72,37.03,5.05,21.83,5.33,1.34,5.16,0.82,4.95,1,2.85,0.44,2.94,0.46,29.13,0,4.84,3.9,0.35,5.67,178.8,24.23,37.64,334.8,156.7,212.5,0,0,136.6,276.9,193.3,66.54,3.7,1.23,0.25,1.6,1.48,0.36,-0.05,-0.1,0.89,16.81,1.36,-0.1,1.56,6.62,0,0,"ICP-AES, ICP-MS",0,0,161,161.2,1,Oliveros et al 2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO169,Oliveros et al 2007,Oficina Viz Formation,0,Andesite,V,399052,7743403,54.24,1.55,15.52,2.06,7.43,9.49,9.28,0.22,3.86,5.8,3.39,3.16,0.32,2.06,99.62,17.56,41.37,5.73,25.45,6.09,1.82,5.86,0.9,5.4,1.06,2.99,0.45,3.01,0.47,30.04,0,4.79,4.87,0.42,4.5,172.7,24.77,15.76,907.7,7.14,338,0,0,44.69,422.3,185.3,140.8,5.93,1.27,0.26,1.76,1.22,0.4,-0.05,-0.1,1.84,20.33,1.43,0.08,2.04,16.93,0,0,"ICP-AES, ICP-MS",0,0,161,161.4,5,Oliveros et al 2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO144,Oliveros et al 2007,La Negra Formation,0,Basaltic andesite,V,373257,7490116,51.92,1.68,14.27,3.84,8.06,11.9,11.52,0.11,3.65,3.83,3.23,2.42,0.44,5.45,98.9,20.4,49.28,6.94,30.98,7.82,1.8,7.47,1.16,7.03,1.4,3.97,0.61,4.07,0.62,40.25,0,6.2,4.72,0.41,5.35,97.76,24.93,8.74,501.8,5.74,315.3,0,0,3.84,112.8,241.7,83.65,8.49,1.47,1.29,2.11,1.37,0.35,-0.05,-0.1,1.18,19.29,1.23,0.09,1.43,4.97,0,0,"ICP-AES, ICP-MS",160,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO147,Oliveros et al 2007,La Negra Formation,0,Andesite,V,373085,7490146,51.97,1.04,15.94,4.33,2.6,6.93,6.5,0.12,4.15,7.64,3.32,1.17,0.28,6.87,99.42,16.68,39.02,5.32,23.55,5.67,1.46,5.5,0.86,5.06,1.02,2.88,0.44,2.97,0.45,30.13,0,4.83,4.49,0.4,6.12,82.67,31.2,31.07,213.1,68.05,194.6,0,0,14.6,198.5,185.7,41.58,5.18,1.09,0.18,1.79,1.5,0.3,-0.05,-0.1,2.64,18.56,1.19,-0.1,0.67,6.57,0,0,"ICP-AES, ICP-MS",160,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO148,Oliveros et al 2007,La Negra Formation,0,Basaltic andesite,V,372945,7489929,52.99,1.61,15.28,3.14,6.6,9.74,9.43,0.39,3.02,5.73,3.37,2.39,0.42,5.17,100.11,20.88,49.53,7.03,31.44,7.75,1.92,7.54,1.13,6.69,1.31,3.79,0.57,3.78,0.59,37.67,0,5.62,4.36,0.37,4.72,757.4,22.22,11.93,674,15.03,307.6,0,0,87.46,210.1,219.4,65,9.55,1.27,0.63,1.89,1.23,0.3,-0.05,-0.1,0.92,19.51,1.4,0.08,1.76,4.54,0,0,"ICP-AES, ICP-MS",160,1,0,159.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO150,Oliveros et al 2007,La Negra Formation,0,Andesite,V,371463,7530606,56.37,1.35,14.64,2.94,6.17,9.11,8.82,0.26,2.97,5.88,3.41,2.85,0.41,2.01,99.29,23.27,54.45,7.67,34.42,8.51,1.96,8.15,1.26,7.39,1.48,4.23,0.65,4.28,0.67,42.26,0,6.53,4.52,0.38,5.96,136.3,21.09,12.61,490.8,23.65,188.5,0,0,348.1,244.5,248.5,101,4.02,1.38,0.21,2.3,1.54,0.36,-0.05,-0.1,0.91,18.99,1.52,0.07,1.88,4.88,0,0,"ICP-AES, ICP-MS",0,0,160,160.1,2,Oliveros et al 2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO156,Oliveros et al 2007,La Negra Formation,0,Basaltic andesite,V,375958,7548295,54.22,1.04,15.38,2.98,6.25,9.23,8.93,0.16,4.47,7.36,3.18,2.01,0.3,1.67,99,17.01,39.9,5.52,24,5.79,1.42,5.59,0.85,5.21,1.04,2.98,0.45,3.05,0.48,30.26,0,5.22,3.34,0.3,5.83,98,28.64,21.79,335.2,69,245.7,0,0,52.66,282.4,194.5,59.1,5.55,1.16,0.32,1.62,1.57,0.49,-0.05,-0.1,1.85,18.56,1.51,0.07,1.83,7,0,0,"ICP-AES, ICP-MS",0,0,160,160.2,1,Oliveros et al 2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO40B,Oliveros et al 2007,La Negra Formation,0,Andesite,V,362333,7372829,54.74,0.93,16.65,2.56,5.37,7.93,7.67,0.26,4.48,6.63,2.58,2.75,0.22,2.12,99.28,15.07,33.8,4.51,19.2,4.57,1.16,4.4,0.7,4.25,0.86,2.45,0.37,2.59,0.41,25.15,0,3.93,5.49,0.5,7.48,156.3,22.1,28.05,363.4,51.37,201.3,0,0,116.3,302.3,149.2,94.18,9.19,1.01,2.42,2.56,2.08,0.83,-0.05,-0.1,3.42,17.69,1.22,-0.1,1.76,13.14,0,0,"ICP-AES, ICP-MS",0,0,157,157.4,1,Oliveros et al 2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO130B,Oliveros et al 2007,La Negra Formation,0,Andesite,V,392109,7400763,54.64,1.44,15.42,3.08,6.46,9.54,9.23,0.24,3.45,5.44,3.74,3.21,0.26,1.7,99.07,16.81,39.42,5.58,24.81,6.26,1.74,6.36,1.02,6.21,1.26,3.63,0.54,3.63,0.57,36.01,0,5.29,4.19,0.38,6.65,270.9,25.87,21.06,361.1,39.41,287.6,0,0,78.63,256,184.6,179,4.89,1.12,0.29,1.92,1.71,0.56,-0.05,-0.1,1.59,20.28,1.4,0.07,1.73,8.6,0,0,"ICP-AES, ICP-MS",157,1,0,156.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RS18,Oliveros et al 2007,La Negra Formation,0,Diorite,P,380066,7491555,52.52,0.54,20.48,1.09,5.56,6.65,6.54,0.15,4.61,7.98,3.92,0.77,-0.01,1.57,99.19,5.57,12.3,1.71,7.78,1.98,0.89,2.06,0.33,2.04,0.4,1.16,0.18,1.23,0.2,11.7,0,1.22,0.92,0.08,0.64,99.08,28.02,47.69,209.6,36.21,150.8,0,0,69.01,427,44.74,12.72,-2.5,0.51,-0.25,0.53,0.17,-0.5,-0.05,-0.1,0.89,18.44,1.23,-0.1,1,3.47,0,0,"ICP-AES, ICP-MS",157,5,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO142,Oliveros et al 2007,La Negra Formation,0,Andesite,V,363842,7386993,54.06,1.33,15.87,2.98,6.26,9.24,8.94,0.2,3.22,5.37,3.48,3.29,0.28,1.98,98.3,15.65,36.17,5.06,22.26,5.48,1.47,5.46,0.88,5.3,1.06,3.04,0.46,3.11,0.47,30.57,0,4.71,4.73,0.45,4.74,286.8,26.15,14.86,423.1,20.66,276,0,0,39.95,329.5,171.2,124.7,6.11,1.07,0.27,1.72,1.29,0.48,-0.05,-0.1,1.24,19.23,1.25,-0.1,1.51,21.18,0,0,"ICP-AES, ICP-MS",152,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO37,Oliveros et al 2007,La Negra Formation,0,Basaltic andesite,V,359060,7377350,55.71,0.99,16.71,2.54,5.34,7.88,7.63,0.2,3.72,7,2.59,2.42,0.23,1.76,99.21,16.8,38.85,5.27,22.57,5.35,1.27,4.86,0.76,4.56,0.92,2.63,0.39,2.71,0.43,27.39,0,4.66,5.7,0.49,7.81,181.3,23.17,20.25,271,40.82,201.4,0,0,103.8,334.8,182.5,84.85,5.99,1.13,0.56,1.65,2.28,0.74,-0.05,-0.1,3.48,17.9,1.4,-0.1,1.98,16.83,0,0,"ICP-AES, ICP-MS",0,0,152,152,1,Oliveros et al 2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO36A,Oliveros et al 2007,La Negra Formation,0,Basaltic andesite,V,357688,7378721,54.35,0.88,16.67,2.68,5.62,8.3,8.03,0.12,4.68,6.02,3.4,2.37,0.21,2.22,99.22,14.91,34.68,4.73,20.58,4.94,1.27,4.42,0.68,4.07,0.82,2.31,0.35,2.39,0.38,23.44,0,3.97,3.55,0.33,7.52,78.32,24.12,19.54,255.9,39.3,204.8,0,0,87.69,374.6,149.5,86.02,6.93,0.99,0.7,1.48,2.25,0.59,-0.05,-0.1,8.79,17.28,1.39,-0.1,1.33,8.5,0,0,"ICP-AES, ICP-MS",0,0,150,150.1,1,Oliveros et al 2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO161,Oliveros et al 2007,Oficina Viz Formation,0,Dacite,V,394476,7742791,55.34,0.48,18.32,2.35,4.94,7.29,7.05,0.2,3.15,4.19,5.3,2.09,0.15,2.39,98.91,8.3,18.24,2.5,11.11,2.56,0.95,2.46,0.38,2.32,0.48,1.39,0.21,1.49,0.25,13.63,0,1.81,1.38,0.12,1.43,184.1,17.13,-2.5,512.9,4.83,116.4,0,0,20.7,516.9,62.74,78.19,3.88,0.67,0.22,1.28,0.41,0.19,-0.05,-0.1,0.84,19.41,1.38,-0.1,0.62,51.3,0,0,"ICP-AES, ICP-MS",0,0,146,146,1,Oliveros et al 2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO184,Oliveros et al 2007,Oficina Viz Formation,0,Granite,P,392313,7736506,55.26,0.79,16.53,2.47,5.18,7.65,7.4,0.16,3.54,6.34,3.65,2.62,0.27,1.54,98.34,20.51,48.19,6.49,27.46,5.91,1.2,4.95,0.72,4.28,0.84,2.44,0.38,2.51,0.4,24.02,0,4.25,4.73,0.43,16,64.64,19.39,7.54,286.2,8.12,179.8,0,0,227.7,418.6,133.2,172.7,6.74,1.78,1.1,3.93,4.19,1.03,0.32,-0.1,6.69,18.74,1.47,0.07,1.82,10.14,0,0,"ICP-AES, ICP-MS",144,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO185,Oliveros et al 2007,Oficina Viz Formation,0,Granodiorite,P,392139,7736474,63.06,0.6,15.38,2.14,2.88,5.02,4.81,0.1,1.78,3.77,3.42,4.58,0.17,0.7,98.58,33.2,74.23,9.26,35.96,7.21,0.98,5.66,0.85,5.07,1,2.97,0.46,3.17,0.5,29.19,0,10.52,8.9,0.87,40.38,50.69,11,-2.5,359.4,-5,95.59,0,0,135.6,271.6,372.1,266,7.56,2.06,1.39,3.17,11.31,1.76,0.17,-0.1,12.82,17.79,1.44,0.05,3.52,13.94,0,0,"ICP-AES, ICP-MS",0,0,144,144.4,0,Oliveros et al 2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO183,Oliveros et al 2007,La Negra Formation,0,Diorite,P,370548,7516820,51.08,0.95,18.57,1.36,6.93,8.29,8.15,0.14,4.61,10.34,3.38,0.62,0.08,0.42,98.48,5.08,11.4,1.64,7.72,2.16,1.07,2.35,0.38,2.47,0.51,1.46,0.22,1.53,0.25,14.08,0,1,1.24,0.11,1.07,66.77,26.69,32.25,161.9,73.52,330.2,0,0,25,345,27.83,14.18,1.38,0.61,-0.25,0.61,0.28,0.23,-0.05,-0.1,0.53,19.04,1.26,-0.1,0.84,3.06,0,0,"ICP-AES, ICP-MS",0,0,157,157.3,1,Oliveros et al 2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO181,Oliveros et al 2007,La Negra Formation,0,Diorite,P,372975,7486330,49.95,1.43,18.28,1.68,8.59,10.27,10.1,0.19,4.28,10.58,3.15,0.45,0.19,0.79,99.54,8.75,20.44,2.91,13.35,3.55,1.29,3.63,0.56,3.45,0.69,1.93,0.29,1.9,0.3,19.27,0,1.72,1.7,0.15,1.47,137.1,31.93,29.2,177.7,40.14,531.9,0,0,56.04,323.2,55.69,6.48,1.63,0.68,-0.25,0.79,0.35,-0.5,-0.05,-0.1,0.25,20.36,1.25,0.05,0.78,3.17,0,0,"ICP-AES, ICP-MS",160,1,0,159.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO187,Oliveros et al 2007,La Negra Formation,0,Basaltic andesite,V,407009,7399573,55.26,1.54,14.76,5.56,3.34,8.9,8.34,0.16,4.27,6.21,2.9,2.58,0.44,2.06,99.08,30.81,71.2,9.62,41.17,9.55,1.96,9.1,1.4,8.58,1.69,4.82,0.72,4.84,0.75,47.11,0,9.27,8.84,0.78,11.71,120.6,22.46,31.06,284.6,79.05,176.7,0,0,62.7,281.7,354.7,101.6,3.48,1.5,-0.25,3.22,2.82,0.84,-0.05,-0.1,2.14,19.19,1.39,0.07,1.95,10.32,0,0,"ICP-AES, ICP-MS",162,2,0,161.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO191,Oliveros et al 2007,La Negra Formation,0,Andesite,V,404092,7447163,54.31,1.1,16.1,2.76,5.79,8.55,8.27,0.19,4.07,6.58,3.26,2.54,0.23,2.26,99.18,13.16,30.77,4.29,18.73,4.62,1.31,4.76,0.74,4.45,0.89,2.53,0.38,2.6,0.41,26.4,0,4.06,3.82,0.36,4.08,772.5,25.94,26.29,333.6,45.99,247.3,0,0,20.67,321.1,148.3,123.2,4.39,0.98,0.23,1.69,1.11,0.34,-0.05,-0.1,4.72,17.44,1.26,0.07,1.07,6.23,0,0,"ICP-AES, ICP-MS",150,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VO193,Oliveros et al 2007,La Negra Formation,0,Basaltic andesite,V,401844,7447302,49.7,1.13,18.41,2.83,5.94,8.77,8.49,0.18,3.98,8.96,3.73,1.92,0.17,2.59,99.53,7.2,17.07,2.48,11.55,3.2,1.2,3.53,0.56,3.53,0.72,2.06,0.31,2.09,0.33,20.6,0,2.29,2.09,0.17,1.33,424.1,27.5,28.42,256.8,45.39,303.8,0,0,31.06,401.7,84.4,89.01,4.19,0.61,-0.25,1.09,0.39,-0.5,-0.05,-0.1,2.73,19.72,1.29,0.06,0.86,7.4,0,0,"ICP-AES, ICP-MS",150,3,0,150.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCM-257q,Ortiz and Merino 2015,Lower Carboniferous pluton,0,Diorite,P,374680,6788726,56.37,0.91,17.71,1.57,4.5,6.07,5.91,0.11,3.81,6.03,3.4,1.79,0.27,3.47,96.47,27.36,57.69,6.02,23.71,5.11,1.5,4.36,0.62,3.51,0.68,1.77,0.24,1.61,0.23,19,6,4.17,-2.5,1.44,5.04,74,20,-2.5,594,32,149,0,0,-2.5,639,174,56,0,0,0,0,0.61,0,0,0,2.57,0,0,0,0,10,0,0,0,0,0,0,0,0,0,329,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCM-113q    ,Ortiz and Merino 2015,Lower Carboniferous pluton,0,Diorite,P,375371,6776107,47.02,0.76,17.53,2.11,6.04,8.15,7.94,0.13,10.64,10.6,1.87,0.62,0.07,2.19,97.38,4.06,13.39,1.58,6.89,2.34,0.9,2.76,0.49,3.06,0.68,1.86,0.27,1.75,0.26,16.49,21.96,1.9,-2.5,0.48,0.83,56.57,24.86,183.5,14.52,391.64,82.46,0,0,29.08,108.22,56.57,30.99,0,0,0,0,0.13,0,0,0,1.36,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,329,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCM-158Bq,Ortiz and Merino 2015,Lower Carboniferous pluton,0,Diorite,P,376575,6786972,46.56,1.29,19.88,2.68,7.66,10.34,10.07,0.15,5.67,9.79,3.03,0.99,0.38,1.62,98.08,22.9,62.08,7.87,33.35,6.99,1.92,6.15,0.91,5.26,1.09,2.87,0.4,2.64,0.38,-5,14.82,4.06,-2.5,0.73,7.29,93.97,41.42,48.76,205.49,66.95,151.83,0,0,74.3,592.54,93.97,34.31,0,0,0,0,0.78,0,0,0,1.35,0,0,0,0,5.13,0,0,0,0,0,0,0,0,0,329,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCM-5q,Ortiz and Merino 2015,Lower Carboniferous pluton,0,Diorite,P,376885,6771345,46.88,0.99,16.23,2.86,8.17,11.03,10.74,0.17,8.95,10.55,2.01,0.68,0.05,2.15,97.54,24.44,58.89,7.04,27.3,5.92,1.38,5.17,0.79,4.67,0.97,2.67,0.39,2.69,0.4,-5,17.97,3.4,-2.5,0.95,8.91,59.75,39.75,118.9,152.63,289.34,114.88,0,0,61.16,175.65,52.02,33.04,0,0,0,0,1.49,0,0,0,1.93,0,0,0,0,-2.5,0,0,0,315,2,0,315.1,0,0,0,0,0,0,0,0,0,0,0,0,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
