,Area ID,Data Source,Sample ID,Age  (Ma),Error (Ma),Mineral,Method,Location,#1 description,#2 description,Long,Lat,Rock Type,V/P,Chem Data Source,WR or Min Data,UMF,SiO2,TiO2,Al2O3,Fe#,FeO,Fe2O3,FeO(tot)*,MnO,Mn,Mg#,MgO,CaO,Na2O,K2O,LOI,SUM,Cr2O3,Cr,P2O5,Rb,Cs,Sr,Ba,Th,U,Zr,Hf,Nb,Y,Cu,Zn,Li,Cd,Ga,Ge,Mo,Sb,Sn,W,Ta,Pb,Co,Ni,La,Ce,Pr,Nd,Sm,Sc,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,V,Be,Rb.1,Sr.1,Age used,87Rb/86Sr,87Sr/86Sr(m),87Sr/86Sr(i),Sm.1,Nd.1,147Sm/144Nd,143Nd/144Nd(m),143Nd/144Nd(i),εNd,U.1,Th.1,Pb.1,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb,238U/204Pb,235U/204Pb,232Th/204Pb,(206Pb/204Pb)i,(207Pb/204Pb)i,(208Pb/204Pb)i,ε(Sr)m,ε(Sr)i age corrected ,ε(Nd)i age corrected,Lu.1,Hf.1,176Lu/177Hf,176Hf/177Hf,εHf,δ18O (Qtz),δ18O (Pl),δ18O (Ksp),δ18O (Bt),δ18O (Hb),δ18O (Mg),δ18O (Zir),δ18O (wr)
0,,,,Ma,,,,,,,,,,,,,,wt%,wt%,wt%,,,wt%,,wt%,wt%,,wt%,wt%,wt%,wt%,,,wt%,,wt%,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,Ma,,,,ppm,ppm,,,,,ppm,ppm,ppm,,,,,,,,,,,,,,,,,,,,,,,,,
1,Peru,Martinez et al ,11829D,91.7,1.4,Zircon,U-Pb,Pampahuasi,Peruvian Coastal Batholith,Ica-Pisco ,-75.69561,-13.76292,Gabbro,P,"Martinez et al, New data",,M,47.1,0.67,19.7,,7.06,10.1,,0.21,1620,,7.01,11.2,1.8,0.17,,,<0.01,30.0,0.02,8.4,1,440,116,0.2,0.07,3,0.5,0.5,5.5,8,62,5,0.1,20,2,1,20,2,1,0.25,11,33,22,2.7,5.1,0.73,3.4,0.9,30,0.69,0.91,0.18,0.98,0.22,0.66,0.11,0.8,0.11,257,2.5,3.046703,464.424037,92,0.018970741040982442,0.704269,0.7042438324797394,0.808856,3.077246,0.15885703036127466,0.512706,0.5126104029468537,1.7711157491229201,0.07,0.2,11,18.67941,15.65012,38.55132,0.40671141451204545,0.0029513700741429054,1.2007494680906206,18.673563588151552,15.649840177690054,38.54583815022867,,,,,,,,,,,,,,,,
2,Peru,Martinez et al ,11829C,98.3,1.9,Zircon,U-Pb,Pampahuasi,Peruvian Coastal Batholith,Ica-Pisco ,-75.69473,-13.75874,Gabbro,P,"Martinez et al, New data",,M,47.6,1.08,20.3,,6.59,9.27,,0.1,780,,3.74,10.6,3.4,0.28,,,<0.01,10.0,0.11,10.4,0.7,483,179,1.5,0.4,40.2,1,0.5,13.8,73,18,5,0.2,23,1,1,23,1,1,0.25,11,17.7,10,8,15.4,2.17,9.6,2.3,27,1.1,2.59,0.4,2.24,0.49,1.53,0.22,1.4,0.21,357,2.5,8.563785,527.888923,92,0.0469131023586654,0.704318,0.7042557627657482,2.102332,8.258701,0.15384620831243165,0.512704,0.5126114183615359,1.7909279596839411,0.4,1.5,11,18.72758516112672,15.677464469611518,38.67124476242133,2.3302152919042936,0.016909600845817475,9.029452168283793,18.69408868719969,15.675861253664324,38.6300220913985,,,,,,,,,,,,,,,,
3,Peru,Martinez et al ,13902M,97.8,0.7,Zircon,U-Pb,Pampahuasi,Peruvian Coastal Batholith,Ica-Pisco ,-75.61225,-13.93131,Gabbro,P,"Martinez et al, New data",,M,49.7,0.58,22.9,,5.08,6.73,,0.1,820,,2.89,11.2,2.62,0.82,,,<0.01,5.0,0.03,56.7,3.8,580,360,6.2,1.76,33.5,1,0.5,9.6,30,38,20,0.2,22,1,4,22,1,4,0.25,8,20.7,16,7.5,15.2,1.94,7.4,1.7,23,0.71,1.71,0.26,1.56,0.34,1.04,0.16,0.9,0.16,273,2.5,47.666208,562.087609,92,0.24523918509599518,0.704608,0.7042826536075605,1.487568,6.896988,0.13035054638917437,0.512687,0.5126085575912349,1.7351101893070542,1.76,6.2,8,18.803031812304475,15.638876560565778,38.777441520544535,14.124963050836872,0.1025001801255803,51.41625350542697,18.59998771668105,15.629158417312965,38.54270797702731,,,,,,,,,,,,,,,,
4,Peru,Martinez et al ,10714M,97.8,0.7,Zircon,U-Pb,Pampahuasi,Peruvian Coastal Batholith,Ica-Pisco ,-75.59167,-13.8371,Monzodiorite,P,"Martinez et al, New data",,M,54.2,0.86,17.8,,5.73,8.12,,0.18,1400,,2.57,6.32,3.9,2.81,,,<0.01,170.0,0.36,131,8.2,469,1080,18,4.17,259,7,8,30.3,26,73,5,0.4,21,2,2,21,2,2,0.25,12,16.7,2.5,37.8,78.1,10,41.7,8.1,14,1.7,6.51,1.05,5.63,1.17,3.21,0.46,3.1,0.49,127,2.5,128.618087,466.40538,96,0.7975501002348594,0.70546,0.7043558958800482,5.911168,40.815946,0.08752503233601747,0.512622,0.5125670383918722,1.0254685910271455,4.17,18,12,19.09302,15.66275,39.14793,22.51645838727639,0.16339448338232807,100.43165457174028,18.75517180069797,15.646552505102884,38.66944118794688,,,,,,,,,,,,,,,,
5,Peru,Martinez et al ,10720O,104.8,0.4,Zircon,U-Pb,Linga Humay/Auquish,Peruvian Coastal Batholith,Ica-Pisco ,-75.62737,-14.02803,Monzodiorite,P,"Martinez et al, New data",,M,55.1,0.72,15.9,,5.6,7.76,,0.11,880,,2.56,6.15,3.5,2.43,,,0.01,60.0,0.18,57.1,1.6,379,1010,11.9,2.87,148,4,5,29,6,21,5,0.1,19,2,1,19,2,1,0.25,12,17.5,6,19,45.1,6.15,26.9,5.7,22,0.98,5.01,0.84,5.02,1.03,2.93,0.45,2.8,0.46,164,2.5,52.576095,361.626281,105,0.4204791893752469,0.705382,0.7047452883467483,5.834519,26.707459,0.13202890177167148,0.512697,0.5126063167640327,2.017919214609698,2.87,11.9,12,19.2265,15.6745,39.0097,15.498124575131177,0.11246475865758174,66.40156238976878,18.971979531228598,15.66225099224575,38.66360575785173,,,,,,,,,,,,,,,,
6,Peru,Martinez et al ,10714P,91.7,1.4,Zircon,U-Pb,Pampahuasi,Peruvian Coastal Batholith,Ica-Pisco ,-75.56205,-13.83987,Tonalite-Diorite,P,"Martinez et al, New data",,F,56.3,0.75,15.5,,5.55,7.87,,0.16,1240,,2.68,5.72,3.7,1.76,,,<0.01,80.0,0.16,52.7,2.7,329,853,9.9,1.83,125,7,5,37.2,23,64,10,0.3,20,2,1,20,2,1,0.25,11,17.6,2.5,27.9,56.6,7.32,29.5,6.6,24,1.3,6.21,1.01,6.16,1.32,4.01,0.6,3.9,0.62,161,2.5,56.021052,315.903732,92,0.512852305862665,0.704903,0.7042226248490983,4.1785,27.665921,0.09127955984036332,0.512714,0.512659069746593,2.720675471536982,1.83,9.9,11,18.86507039146218,15.63943851312105,38.798382884878,10.693242992753156,0.07759732389663553,59.776106882026646,18.71135672545606,15.632081434248228,38.52548362774716,,,,,,,,,,,,,,,,
7,Peru,Martinez et al ,13820J,104.8,0.4,Zircon,U-Pb,Linga Humay,Peruvian Coastal Batholith,Ica-Pisco ,-75.88131,-13.7011,Monzogabbro,P,"Martinez et al, New data",,F,56.4,0.71,16.3,,6.1,8.88,,0.11,880,,4.03,6.84,3.95,2.27,,,<0.01,40.0,0.1,61.6,0.7,360,990,10.1,3.09,116,4,3,29.1,60,40,5,0.3,19,2,5,19,2,5,0.25,8,22.6,16,22.4,45.3,6.21,24.5,5.9,29,1.22,5.55,0.84,5.03,1.02,3.18,0.48,3.2,0.48,236,2.5,53.073381,346.209999,105,0.4433523129591409,0.70528,0.7046086526627475,4.825913,20.943301,0.13926153686399673,0.5127,0.5126043490732777,1.9795254657473116,3.09,10.1,8,19.02102203188623,15.655423315779032,38.9456827996172,24.933182374474438,0.18093184918711397,84.21213812444134,18.61155279351805,15.635717270524168,38.506757342520494,,,,,,,,,,,,,,,,
8,Peru,Martinez et al ,10714H,104.8,0.4,Zircon,U-Pb,Linga Humay,Peruvian Coastal Batholith,Ica-Pisco ,-75.67537,-13.95362,Monzodiorite,P,"Martinez et al, New data",,F,56.6,0.66,15.9,,5.26,7.31,,0.12,1010,,2.42,5.37,3.7,2.75,,,<0.01,90.0,0.14,120,6.8,307,850,15.4,3.98,189,4,4,27.1,84,45,20,0.8,19,2,4,19,2,4,0.25,20,19.4,6,22.3,47.1,6.13,25.2,5.1,20,1.01,4.7,0.81,4.5,0.93,2.73,0.43,2.7,0.46,156,2.5,117.632575,296.649132,105,1.1469022266115199,0.705987,0.7042503004646228,7.703585,26.622271,0.174881385327489,0.51269,0.5125698838002958,1.3070361368372474,3.98,15.4,20,18.9731,15.6119,38.8064,12.80608667317378,0.09292953092902681,51.20214694778299,18.762789961041246,15.601778655691477,38.53952723968392,,,,,,,,,,,,,,,,
9,Peru,Martinez et al ,10721M,104.8,0.4,Zircon,U-Pb,Linga Humay,Peruvian Coastal Batholith,Ica-Pisco ,-75.74976,-13.75416,Monzodiorite,P,"Martinez et al, New data",,F,57.3,0.61,15.2,,5.42,7.55,,0.14,1080,,2.7,5.5,3.6,2.54,,,0.02,90.0,0.12,73.5,1.8,301,1020,13.6,3.42,187,5,5,31.6,70,57,5,0.3,20,2,1,20,2,1,0.25,11,18.1,8,26,51.3,6.7,26.8,5.7,21,1.18,5.41,0.9,5.27,1.12,3.34,0.5,3.1,0.53,158,2.5,67.910171,292.226778,105,0.6720878583680653,0.705266,0.704248289296962,5.864209,27.151879,0.13052865666413757,0.512695,0.5126053471981216,1.9990009623360727,3.42,13.6,11,19.12627,15.66075,39.06237,20.13079696173746,0.14608252830277824,82.71949167860319,18.795668716302423,15.644839540196418,38.631224425211414,,,,,,,,,,,,,,,,
10,Peru,Martinez et al ,11828B,91.7,1.4,Zircon,U-Pb,Pampahuasi,Peruvian Coastal Batholith,Ica-Pisco ,-75.16142,-14.39454,Tonalite-Diorite,P,"Martinez et al, New data",,F,58.3,0.7,17.2,,5.28,7.48,,0.16,1170,,2.46,6.39,3.1,1.47,,,<0.01,20.0,0.16,53.2,2.9,340,554,6.2,1.33,135,4,5,24.9,17,67,20,0.1,21,2,1,21,2,1,0.25,13,14.6,8,21.7,43.8,5.94,24.7,5.4,14,1.31,5.05,0.74,4.14,0.84,2.69,0.42,2.7,0.38,124,2.5,42.175863,370.932507,96,0.32886018511297405,0.705995,0.7055397359543126,5.185532,23.783818,0.1317618040196596,0.512514,0.5124312597776265,-1.6237953636388802,1.33,6.2,13,18.75194,15.64994,38.75095,6.562742230454146,0.047623647461466995,31.612546493779405,18.653469334369245,15.645219009604418,38.60033762701577,,,,,,,,,,,,,,,,
11,Peru,Martinez et al ,10715E,98.3,1.9,Zircon,U-Pb,Pampahuasi,Peruvian Coastal Batholith,Ica-Pisco ,-75.76123,-13.66048,Monzodiorite,P,"Martinez et al, New data",,F,59.3,0.72,16.2,,4.79,6.9,,0.13,970,,2.15,5.2,3.9,2.99,,,<0.01,100.0,0.12,88.3,1.6,294,1170,14,4.35,267,7,5,25.2,38,25,10,0.1,19,2,4,19,2,4,0.25,7,15.7,5,24.4,47.5,5.92,23.6,4.8,17,1.02,4.29,0.71,4.05,0.91,2.65,0.4,2.9,0.41,139,2.5,84.195468,280.276905,96,0.8688148061658765,0.705609,0.704406239187005,6.718319,24.281479,0.16721662283827993,0.512672,0.5125669958171784,1.0246378887668328,4.35,14,7,19.64754,15.6912,39.6199,40.831580723585944,0.2963012620929841,135.79039698517073,19.034882548066342,15.661827293642894,38.972950728689895,,,,,,,,,,,,,,,,
12,Peru,Martinez et al ,10719N,91.7,1.4,Zircon,U-Pb,Pampahuasi,Peruvian Coastal Batholith,Ica-Pisco ,-75.42407,-14.20803,Tonalite-Diorite,P,"Martinez et al, New data",,F,59.3,0.74,17.3,,3.32,4.88,,0.04,320,,2.37,7.39,4.7,0.78,,,0.02,60.0,0.2,21.9,0.5,464,397,10.3,1.49,170,4,3,26.3,6,9,10,0.6,18,2,1,18,2,1,0.25,12,5.9,5,8.9,21,3.48,16.6,4.3,19,1.47,4.63,0.71,4.73,0.94,2.72,0.4,2.7,0.41,120,2.5,20.649866,462.644362,96,0.1290866489026762,0.705269,0.7050902963664073,4.520781,16.283081,0.1677927941253906,0.512696,0.5125906340086803,1.4858578610543738,1.49,10.3,12,19.33519,15.6798,39.69699,8.132251937859019,0.059013059747987276,58.08926307372886,19.21316962600421,15.673949963240224,39.42023400509269,,,,,,,,,,,,,,,,
13,Peru,Martinez et al ,12722E,91.7,1.4,Zircon,U-Pb,Pampahuasi,Peruvian Coastal Batholith,Ica-Pisco ,-75.44305,-14.08006,Tonalite-Diorite,P,"Martinez et al, New data",,F,60.3,0.66,14.9,,4.85,6.82,,0.13,980,,2.18,4.99,3.2,2.32,,,<0.01,10.0,0.16,128,10.8,309,843,22.4,5.74,214,7,5,27.5,66,74,20,0.2,18,1,4,18,1,4,0.25,15,16.8,10,24.9,51.3,6.73,25.8,5.7,18,1.18,5.46,0.82,5.06,0.96,2.91,0.48,3,0.49,133,2.5,109.260333,327.175349,96,0.9658708519163512,0.705875,0.7045378777469552,5.772045,26.930566,0.12953236434790896,0.512673,0.5125916597609949,1.5058719748251015,5.74,22.4,15,18.9283,15.6482,38.9313,24.664219054836337,0.17898007142947614,99.45750972415709,18.558225725815923,15.630457486705465,38.45745232836098,,,,,,,,,,,,,,,,
14,Peru,Martinez et al ,13823E,104.8,0.4,Zircon,U-Pb,Linga Humay,Peruvian Coastal Batholith,Ica-Pisco ,-76.0281,-13.47549,Monzodiorite,P,"Martinez et al, New data",,F,60.5,0.62,15.6,,5.21,6.79,,0.14,1270,,2.25,4.34,3.62,3.34,,,<0.01,5.0,0.16,116,2.7,150,860,15.4,4.2,206,6,5,30.8,60,60,10,0.3,19,2,6,19,2,6,0.25,15,16.7,10,29,58.6,7.69,28.6,6.3,20,1.35,5.94,0.91,5.22,1.09,3.36,0.5,3.3,0.51,144,2.5,102.503564,275.791687,105,1.0749504604577278,0.705723,0.704095253604611,5.231386,24.91852,0.12687949855470504,0.512701,0.5126138535998372,2.164978593914846,4.2,15.4,15,18.84352162821591,15.637291560411365,38.81081869030616,17.994686377164076,0.13058148105055495,68.17886991507083,18.54800096764131,15.623069384566756,38.45546087243923,,,,,,,,,,,,,,,,
15,Peru,Martinez et al ,13825D,104.8,0.4,Zircon,U-Pb,Linga Auquish,Peruvian Coastal Batholith,Ica-Pisco ,-75.94952,-13.7034,Monzonite,P,"Martinez et al, New data",,F,60.8,1.03,15.8,,4.51,6.35,,0.05,360,,2.39,5.1,3.82,3.64,,,<0.01,20.0,0.41,57.9,1.2,490,950,28.4,4.9,323,10,9,35.8,80,2.5,5,0.6,22,2,5,22,2,5,0.25,7,12.2,26,32.6,69,9.48,38.9,9.1,17,1.68,8.43,1.18,6.35,1.23,3.58,0.53,3.3,0.51,187,2.5,49.751823,465.38248,103,0.309154648767151,0.704456,0.7039967853450851,8.000598,35.200399,0.13736811018577277,0.512839,0.5127464473181904,4.701906032533731,4.9,28.4,7,19.552534479866953,15.681406615087703,40.201896077573785,46.28449555447214,0.335871259576423,277.1991414813483,18.80701418314134,15.645558169680362,38.78468557575709,,,,,,,,,,,,,,,,
16,Peru,Martinez et al ,13826A,104.8,0.4,Zircon,U-Pb,Linga Humay,Peruvian Coastal Batholith,Ica-Pisco ,-75.82201,-13.69934,Monzodiorite,P,"Martinez et al, New data",,F,60.9,0.69,16.4,,5.09,6.94,,0.09,820,,2.41,5.41,3.97,2.7,,,<0.01,10.0,0.2,50.9,1,330,1160,13.5,3.7,164,5,3,30.1,30,24,5,0.5,20,2,5,20,2,5,0.25,10,20,13,22.3,49,6.75,26.1,5.9,21,1.36,5.69,0.86,4.92,1.02,3.19,0.48,3.1,0.46,156,2.5,40.404022,309.188178,105,0.377924058611047,0.705068,0.7044957275588375,5.091574,23.578482,0.13050646454639755,0.51269,0.5126003624406406,1.9017379516839128,3.7,13.5,10,19.332131914832136,15.696246541094746,39.26401877393711,24.098367997007568,0.1748738776544586,90.8560313286215,18.93637255120783,15.677200294884173,38.79046441503961,,,,,,,,,,,,,,,,
17,Peru,Martinez et al ,13827A,104.8,0.4,Zircon,U-Pb,Linga Humay,Peruvian Coastal Batholith,Ica-Pisco ,-75.79195,-13.67415,Monzodiorite,P,"Martinez et al, New data",,F,61.2,0.64,15.9,,5.39,7.63,,0.13,1120,,2.53,5.11,3.52,3.05,,,<0.01,30.0,0.15,108,3.3,250,1040,15.9,2.55,242,7,4,35.2,80,43,5,0.1,19,2,5,19,2,5,0.25,9,16.5,13,31.4,65.7,8.68,32.7,7.2,20,1.35,6.67,1.01,6,1.2,3.7,0.59,3.6,0.55,128,2.5,94.667453,230.136206,105,1.1897385695034863,0.705844,0.7040424354263731,6.062046,29.340561,0.1248668725675828,0.512696,0.5126102359595696,2.094390890252651,2.55,15.9,9,19.229297932775438,15.667409886052269,39.220602860710294,18.410918512781976,0.13360193984547986,118.6223396931484,18.9269416323296,15.652858739393674,38.60232661418207,,,,,,,,,,,,,,,,
18,Peru,Martinez et al ,12722L,91.7,1.4,Zircon,U-Pb,Pampahuasi,Peruvian Coastal Batholith,Ica-Pisco ,-75.35352,-14.0401,Granodiorite,P,"Martinez et al, New data",,F,61.4,0.74,16.3,,4.35,6.08,,0.12,870,,2.28,5.23,3.9,2.4,,,<0.01,20.0,0.2,96.9,7.4,489,769,9.4,2.84,142,4,5,17.9,39,71,20,0.1,20,1,5,20,1,5,0.25,12,15.4,14,19.1,43.7,5.97,22,4.5,13,1.12,3.97,0.56,3.27,0.64,1.81,0.29,2,0.3,133,2.5,53.324462,505.688328,96,0.3049568439954096,0.70488,0.7044578270132952,7.07254,22.252812,0.1920804416892731,0.512659,0.512538382507114,0.4663451753050829,2.84,9.4,12,19.1232,15.7376,39.5135,15.431497753165115,0.11198126987052176,52.777848185975195,18.891658092353182,15.726499159814006,39.26204929963154,,,,,,,,,,,,,,,,
19,Peru,Martinez et al ,13905F,104.8,0.4,Zircon,U-Pb,Linga Auquish,Peruvian Coastal Batholith,Ica-Pisco ,-75.66699,-13.87463,Monzonite,P,"Martinez et al, New data",,F,62.4,0.61,15.8,,4.62,6.43,,0.04,270,,2.01,4.16,3.85,3.64,,,<0.01,10.0,0.11,86.2,2.3,290,1140,26.8,7.7,187,6,5,33.8,40,17,5,0.2,18,2,8,18,2,8,0.25,7,7.8,10,29.4,66.7,9.17,32.9,7.1,19,1.34,6.11,0.98,5.59,1.15,3.68,0.54,3.6,0.54,134,2.5,77.693408,278.690158,103,0.8062915966966049,0.705698,0.7045003440086887,6.319993,31.170913,0.12253568224336674,0.512687,0.5126044407655921,1.931076054324521,7.7,26.8,7,20.134832684632762,15.711280874164501,39.99015530919572,73.10949943869254,0.5305314310831426,262.93715851673545,18.95723281966613,15.65465582363756,38.64586073318661,,,,,,,,,,,,,,,,
20,Peru,Martinez et al ,13822C,104.8,0.4,Zircon,U-Pb,Linga Auquish,Peruvian Coastal Batholith,Ica-Pisco ,-75.78855,-13.7249,Granodiorite,P,"Martinez et al, New data",,F,62.8,0.53,15.4,,4.82,6.84,,0.1,820,,2.3,5.07,3.26,3.34,,,<0.01,10.0,0.13,111,2.4,280,1060,18.4,5.58,225,7,5,32.7,20,33,5,0.3,18,2,7,18,2,7,0.25,9,16.5,12,30.8,62,8.09,30.2,6.7,18,1.19,6.33,0.94,5.69,1.17,3.5,0.54,3.6,0.53,114,2.5,97.796454,259.549091,103,1.08978129809362,0.705843,0.7042242517627266,5.631607,26.657135,0.12767740889054016,0.512684,0.5125979764929186,1.804945251322465,5.58,18.4,9,19.302108388624813,15.668822069063355,39.177760132118934,40.3039205339701,0.2924722068037019,137.32986843735884,18.652919271713554,15.637605721609305,38.47564637115108,,,,,,,,,,,,,,,,
21,Peru,Martinez et al ,13830B,104.8,0.4,Zircon,U-Pb,Linga Humay,Peruvian Coastal Batholith,Ica-Pisco ,-75.78896,-13.99355,Granodiorite,P,"Martinez et al, New data",,F,64.3,0.53,16.3,,3.05,4.28,,0.08,630,,2.17,3.49,4.73,1.7,,,<0.01,30.0,0.19,46.7,0.9,290,350,5.8,1.74,164,4,6,15.4,20,53,30,1.3,19,1,5,19,1,5,0.25,9,10.8,21,20.4,40.8,4.92,17.4,3.6,8,1.01,3.24,0.48,2.8,0.53,1.48,0.23,1.5,0.18,57,2.5,41.166955,266.518258,105,0.44672327550797614,0.705397,0.7047205481743645,3.136061,16.044718,0.11812896794252459,0.51277,0.5126888638477579,3.6285849118455893,1.74,5.8,9,18.737692267492896,15.623958710301125,38.69737657078664,12.38606606788868,0.08988158046407833,42.66249236540871,18.534280085163996,15.614169331039477,38.475013686059725,,,,,,,,,,,,,,,,
22,Peru,Martinez et al ,13904J,98.3,1.9,Zircon,U-Pb,Linga Rinconada,Peruvian Coastal Batholith,Ica-Pisco ,-75.56295,-13.98961,Granite,P,"Martinez et al, New data",,F,64.5,0.86,15,,5.01,7.06,,0.12,960,,1.46,3.56,3.24,4.65,,,<0.01,5.0,0.21,245,15.5,220,1240,30.2,6.39,367,12,8,47.1,160,60,10,0.1,19,2,7,19,2,7,0.25,21,12.6,9,38.3,82.2,11.4,43.4,9.8,17,1.52,9.15,1.43,8.3,1.66,4.99,0.73,4.7,0.71,87,2.5,214.321145,200.367346,98,3.0945270446839035,0.708678,0.7043047184131433,8.283,40.058962,0.12496361232825066,0.512688,0.5126078933804502,1.872851367170636,6.39,30.2,21,18.89868221812844,15.642591402613371,38.93418019913952,19.603827524626947,0.14225848557572113,95.73727101244697,18.598361850894328,15.62818094107403,38.4685313050717,,,,,,,,,,,,,,,,
23,Peru,Martinez et al ,14727U,98.3,1.9,Zircon,U-Pb,Linga Rinconada,Peruvian Coastal Batholith,Ica-Pisco ,-75.69228,-13.82762,Granite,P,"Martinez et al, New data",,F,64.6,0.94,14.3,,4.7,7.12,,0.13,900,,1.55,4.17,3.1,4.6,,,<0.01,20.0,0.27,168,12.9,230,1280,25.7,4.9,352,10,5,49.9,290,76,10,0.1,17,1,4,17,1,4,0.25,15,11.5,2.5,36.7,81.4,10.3,43.9,10,20,1.36,9.33,1.43,9.13,1.82,5.44,0.75,5.2,0.74,124,2.5,160.366976,214.105033,98,2.166676408131199,0.707496,0.7044339857071745,9.5954,41.74926,0.1389033331288075,0.512715,0.5126259574679074,2.225313177173227,4.9,25.7,15,19.143455737245734,15.664290861556927,39.085164986693634,21.163356311292453,0.15357546962508975,114.69795460535894,18.819244206036874,15.648734015232701,38.527294732517674,,,,,,,,,,,,,,,,
24,Peru,Martinez et al ,13820E,104.8,0.4,Zircon,U-Pb,Linga Auquish,Peruvian Coastal Batholith,Ica-Pisco ,-75.87918,-13.69522,Monzonite,P,"Martinez et al, New data",,F,64.8,0.54,16.7,,4.23,5.74,,0.04,340,,1.37,3.38,3.88,4.61,,,<0.01,5.0,0.2,115,1.6,300,2100,19.8,5.64,274,8,6,38.9,20,14,5,0.2,20,2,8,20,2,8,0.25,5,7.9,10,24.4,53.2,7.68,31.2,7.8,14,1.58,7.29,1.16,6.72,1.38,4.43,0.65,4.2,0.62,70,2.5,97.073583,267.153592,103,1.0509531605835207,0.706021,0.7044599266184624,5.879525,25.023204,0.14200265416893912,0.512703,0.5126073247632245,1.9873485780275146,5.64,19.8,5,19.777304232103393,15.695036141108945,39.78788985497071,74.41022197590671,0.5399703438702422,269.9310054884039,18.578753181641822,15.637403649962703,38.40783848215704,,,,,,,,,,,,,,,,
25,Peru,Martinez et al ,12717H,85.3,1.3,Zircon,U-Pb,Tiabaya,Peruvian Coastal Batholith,Ica-Pisco ,-75.67106,-13.62511,Granodiorite,P,"Martinez et al, New data",,F,66,0.44,15.3,,3.01,4.29,,0.08,640,,1.59,4.26,3.8,2.33,,,<0.01,10.0,0.11,70.6,3.1,471,847,8.8,1.68,92.5,3,4,9.4,18,51,20,0.1,17,1,1,17,1,1,0.25,9,11.7,12,19.6,34.5,3.98,14.2,2.5,7,0.79,1.99,0.27,1.74,0.29,0.88,0.15,0.9,0.15,84,2.5,60.787676,483.768828,85,0.36338401458317404,0.704723,0.7042776195610363,2.390268,13.960417,0.10347745836169138,0.512707,0.512649468595563,2.357524360618868,1.68,8.8,9,18.78457,15.63229,38.7492,11.976217463223264,0.08690744483970701,64.82270499075925,18.625599161353126,15.624703727857849,38.4758257135946,,,,,,,,,,,,,,,,
26,Peru,Martinez et al ,10715F,84.4,2.7,Zircon,U-Pb,Tiabaya,Peruvian Coastal Batholith,Ica-Pisco ,-75.72009,-13.63994,Granodiorite,P,"Martinez et al, New data",,F,66.1,0.25,15.9,,2.82,4.06,,0.12,910,,0.8,3.34,4.5,1.97,,,0.02,130.0,0.12,43.1,2.3,416,1060,4.7,1.23,136,4,3,12.3,2.5,55,20,0.3,19,2,4,19,2,4,0.25,20,4.5,2.5,20.1,37,4.58,16.9,2.8,2.5,0.93,2.28,0.38,1.94,0.4,1.29,0.19,1.3,0.23,19,2.5,42.417639,408.930233,85,0.29997971682506513,0.704875,0.7045073308329537,4.113239,19.947869,0.12462000037868674,0.512734,0.5126647137635941,2.6549744322701407,1.23,4.7,20,18.8076,15.6509,38.6901,3.9447926918981904,0.028626054455673847,15.575823508888737,18.75523730665005,15.648401191757998,38.624412681991195,,,,,,,,,,,,,,,,
27,Peru,Martinez et al ,13828A,104.8,0.4,Zircon,U-Pb,Linga Auquish,Peruvian Coastal Batholith,Ica-Pisco ,-75.83787,-13.71057,Monzonite,P,"Martinez et al, New data",,F,66.4,0.39,14.6,,4.19,5.95,,0.02,170,,0.66,0.42,3.47,6.21,,,<0.01,5.0,0.06,154,1.5,60,1820,24.8,9.22,327,10,5,31.7,90,7,5,0.4,18,2,8,18,2,8,0.25,2.5,11.9,9,41,87.5,9.5,32.3,6.5,9,1.06,5.82,0.92,5.39,1.12,3.54,0.55,3.7,0.54,44,2.5,139.737879,49.336463,103,8.200551139533037,0.716701,0.7045199984311431,5.647,29.212631,0.11682779959794434,0.512722,0.5126432864896511,2.6890333089624185,9.22,24.8,3,21.3484836186301,15.771259479517502,40.728764609393096,209.59663104797283,1.5209733546778483,582.5579637365904,17.9724385586235,15.608921891180973,37.750374201282845,,,,,,,,,,,,,,,,
28,Peru,Martinez et al ,13830C,98.3,1.9,Zircon,U-Pb,Linga Rinconada,Peruvian Coastal Batholith,Ica-Pisco ,-75.66932,-13.93927,Granite,P,"Martinez et al, New data",,F,68.3,0.41,13.7,,3.08,4.37,,0.08,620,,0.85,2.54,3.16,4.4,,,<0.01,5.0,0.04,214,8.6,190,1070,40.7,6.76,240,8,4,39,20,28,20,0.1,16,2,5,16,2,5,0.25,14,7.8,11,28.1,61.1,8.41,31.8,7.2,10,1,6.72,1.09,6.39,1.33,4.02,0.62,4,0.61,58,2.5,214,190,98,3.258492136188212,0.708685,0.7040799978609527,6.390003,28.961659,0.13334433151760003,0.512701,0.5126155210078759,2.021679663914977,6.76,40.7,14,19.472575260485954,15.670488993929247,39.46779037615247,31.581649388153878,0.22917757301721953,196.47921175458228,18.988760937482223,15.64727382621339,38.51215077317128,,,,,,,,,,,,,,,,
