,sample,longitude,latitude,elevation _m.a.s.l._,lithology,"geological unit, locality",age _ma_,dating method,mineral,reference,unnamed: 10,age group,unnamed: 12,feo,sio2,al2o3,fe2o3,mno,mgo,cao,na2o,k2o,tio2,p2o5,cr2o3,loi,tot/c,tot/s,total,unnamed: 29,sc_ppm,be_ppm,v_ppm,cr_ppm,co_ppm,ni_ppm,cu_ppm,zn_ppm,ga_ppm,ge_ppm,as_ppm,rb_ppm,sr_ppm,y_ppm,zr_ppm,nb_ppm,mo_ppm,ag_ppm,in_ppm,sn_ppm,sb_ppm,cs_ppm,ba_ppm,la_ppm,ce_ppm,pr_ppm,nd_ppm,sm_ppm,eu_ppm,gd_ppm,tb_ppm,dy_ppm,ho_ppm,er_ppm,tm_ppm,yb_ppm,lu_ppm,hf_ppm,ta_ppm,w_ppm,tl_ppm,pb_ppm,bi_ppm,th_ppm,u_ppm,s_ppm,hg_ppm,li_ppm,se_ppm,cd_ppm,au_ppm,ti_ppm,unnamed: 82,sree_ppm,_la/yb_n,_la/sm_n,_gd/yb_n,eu/eu*,age_ma,age_ma_error
91,KD-WR-189*,-73.975369,8.690968,90,Monzogranite,San Lucas intrusions (Papayal Monzonite),193.6 ± 5.4,U-Pb (LA-ICP-MS),Zircon,Leal-Mejía (2011),,Latest Triassic to Jurassic granitoids - San Lucas (ca. 189 - 180 Ma),,1.13,74.94,13.26,0.57,0.044,0.28,0.34,4.07,4.11,0.199,0.06,,0.76,,,99.76299999999999,,4.0,2,6,90,1,< 20,< 10,40,14,1.5,< 5,92,77.0,29.0,156,7.3,9,0.5,< 0.1,< 1,0.6,1.3,885.0,30.0,62.3,7.64,25.3,5.14,0.83,4.6,0.73,4.49,0.97,3.12,0.498,3.29,0.517,4.6,0.54,1.2,1.4,12,2.9,4.47,1.42,,,,,,,,,149.42499999999998,6.194451925666577,3.644781559375462,0.9498159619355417,0.5097198635915584,193.6,5.4
92,029-01,-74.09606894444444,8.71940175,n.i.,Granodiorite,San Lucas intrusions (San Martín Batholith),,,,Cuadros (2012),,Latest Triassic to Jurassic granitoids - San Lucas (ca. 189 - 180 Ma),,,62.85,15.28,5.58,0.08,2.67,4.87,2.93,3.16,0.66,0.12,0.01,1.5,,,99.73,,16.0,,125,,,10.3,,33,16.1,,,93.3,282.1,25.1,218.7,6.2,,,,2,,1.3,729.0,23.7,46.9,5.96,23.2,4.44,0.87,4.51,0.69,3.91,0.85,2.53,0.37,2.41,0.38,6.3,0.7,,,3.3,,6.4,1.9,,,,,,,,,120.71999999999998,6.680497925311202,3.3333333333333326,1.2712677486562667,0.5868574837633724,,
93,030-02,-74.0999528611111,8.788913361111112,n.i.,Granodiorite,San Lucas intrusions (San Martín Batholith),,,,Cuadros (2012),,Latest Triassic to Jurassic granitoids - San Lucas (ca. 189 - 180 Ma),,,61.61,15.67,6.01,0.1,2.66,5.01,3.19,3.08,0.7,0.14,0.01,1.6,,,99.75,,18.0,,126,,,9,,44,17,,,101.1,327.7,24.7,166.6,6.3,,,,,,1.8,729.0,22.9,49.0,5.84,22.8,4.52,0.96,4.41,0.68,4.23,0.83,2.51,0.39,2.46,0.37,4.5,0.5,,,7.4,,4.9,1.5,,,,,,,,,121.9,6.32379678227162,3.163810163922184,1.2178141401667182,0.6470996105032478,,
94,10RC78,-74.5,6.496666666666667,n.i.,Monzogranite,San Lucas intrusions (Norosí Batholith),188.9 ± 2.0,U-Pb (LA-ICP-MS),Zircon,Cochrane et al. (2014b),,Latest Triassic to Jurassic granitoids - San Lucas (ca. 189 - 180 Ma),,,68.1484347913727,15.036981455351745,3.8462074178593024,0.1292007659746019,1.1528683733118321,3.369158435799234,3.6573755291271923,2.6436464422495467,0.49692602297923805,0.1292007659746019,,0.61,,,99.22,,10.583666666666666,,52,5,5.581,5.162333333333333,10.513333333333334,73.17099999999999,15.396,2.443,1.423,62.79966666666667,233.39933333333332,27.673999999999996,174.97966666666665,6.269333333333333,2.3303333333333334,,,,,1.2113333333333334,645.2136666666667,23.42866666666667,44.68333333333334,5.243333333333333,20.98633333333333,4.490333333333333,1.1660000000000001,3.9933333333333336,0.6936666666666667,4.4046666666666665,0.9883333333333333,2.9313333333333333,0.4423333333333333,3.26,0.5263333333333334,4.384333333333333,0.436,0.5753333333333334,,11.886333333333333,,4.125666666666667,1.1446666666666667,127,,,,,,,,117.23800000000003,4.882109359495397,3.258234676333941,0.8321382654690104,0.821728802376109,188.9,2.0
95,KD-WR-240*,-74.481858,6.867903,356,Granodiorite,San Lucas intrusions (Norosí Batholith),186.8 ± 2.9,U-Pb (LA-ICP-MS),Zircon,Leal-Mejía (2011),,Latest Triassic to Jurassic granitoids - San Lucas (ca. 189 - 180 Ma),,1.14,77.28,12.46,0.04,0.012,0.16,0.13,2.94,4.51,0.102,0.01,,0.84,,,99.62400000000001,,2.0,1,10,< 20,1,< 20,10,< 30,12,1.4,< 5,203,46.0,16.3,103,9.4,< 2,< 0.5,< 0.1,1,0.4,2.6,295.0,18.9,42.1,4.23,13.9,2.6,0.13,1.99,0.39,2.51,0.55,1.81,0.32,2.5,0.445,4.9,1.1,0.6,0.71,6,< 0.1,42.9,8.72,,,,,,,,,92.37499999999999,5.135696202531645,4.539435248296007,0.5407426160337553,0.16751993870372306,186.8,2.9
96,KD-WR-241*,-74.480709,6.86744,387,Mineralized aplite dike,San Lucas intrusions (Norosí Batholith),192.0 ± 3.2,U-Pb (LA-ICP-MS),Zircon,Leal-Mejía (2011),,Latest Triassic to Jurassic granitoids - San Lucas (ca. 189 - 180 Ma),,0.92,76.81,11.96,0.33,0.018,0.06,1.2,1.97,6.52,0.078,< 0.01,,0.61,,,100.476,,1.0,1,18,< 20,< 1,< 20,< 10,< 30,12,1.9,< 5,246,204.0,14.4,87,5.9,< 2,< 0.5,< 0.1,2,1,2.5,317.0,16.7,35.2,3.56,11.8,2.08,0.254,1.6,0.29,1.94,0.44,1.49,0.279,2.35,0.441,5.7,2.51,< 0.5,0.99,15,0.1,35,11.8,,,,,,,,,78.42399999999999,4.827542867402818,5.013794222654981,0.46251907711643775,0.4083908039451095,192.0,3.2
97,KD-WR-288*,-74.350668,7.810549,1030,Granodiorite,San Lucas intrusions (Norosí Batholith),187.2 ± 2.8,U-Pb (LA-ICP-MS),Zircon,Leal-Mejía (2011),,Latest Triassic to Jurassic granitoids - San Lucas (ca. 189 - 180 Ma),,3.49,58.33,13.33,0.41,0.231,2.43,7.11,3.39,2.82,0.581,0.1,,7.32,,,99.542,,12.0,< 1,94,20,8,< 20,40,70,13,1.2,20,83,102.0,31.9,227,6,3,1,< 0.1,2,0.9,1.8,601.0,32.8,68.3,7.55,28.7,5.72,1.12,5.14,0.9,5.26,1.03,2.98,0.444,2.93,0.453,6.4,0.37,1.3,0.32,< 5,< 0.1,8.98,2.17,,,,,,,,,163.32699999999997,7.6047291945680495,3.580891682157505,1.1917167091487735,0.6170629208417631,187.2,2.8
98,KD-WR-301*,-74.476172,6.919158,427,Granodiorite - gabbrodiorite,San Lucas intrusions (Norosí Batholith),,,,Leal-Mejía (2011),,Latest Triassic to Jurassic granitoids - San Lucas (ca. 189 - 180 Ma),,4.08,63.68,12.68,0.61,0.117,2.57,5.93,2.14,2.75,0.589,0.14,,4.86,,,100.6,,14.0,< 1,111,40,13,< 20,130,70,14,1.4,34,88,284.0,20.9,217,5.4,3,1.1,< 0.1,1,< 0.2,2.1,724.0,24.1,47.1,5.28,22.1,4.14,0.84,3.7,0.6,3.5,0.69,2.04,0.305,2.07,0.339,5.6,0.3,< 0.5,0.34,15,0.2,7.14,2.13,,,,,,,,,116.80400000000002,7.909048288795125,3.6352147414337845,1.2142522269104548,0.6408147995631525,,
99,KD-WR-302*,-74.436787,7.615186,723,Granodiorite,San Lucas intrusions (Norosí Batholith),,,,Leal-Mejía (2011),,Latest Triassic to Jurassic granitoids - San Lucas (ca. 189 - 180 Ma),,0.39,74.73,16.07,1.02,0.023,0.36,0.02,0.06,3.16,0.245,0.04,,3.89,,,100,,6.0,1,12,< 20,< 1,< 20,< 10,30,17,2.3,14,108,4.0,27.9,140,7.5,< 2,0.6,< 0.1,2,< 0.2,1.1,209.0,36.1,109.0,8.5,34.8,6.09,0.977,4.56,0.73,4.4,0.9,2.8,0.449,3.26,0.573,4.3,0.52,3.6,0.47,41,< 0.1,6.62,1.71,,,,,,,,,213.139,7.522585488338382,3.701717555929691,0.9502213248427427,0.541760566455699,,
100,KD-WR-303*,-74.36319,7.81273,1199,Granodiorite,San Lucas intrusions (Norosí Batholith),,,,Leal-Mejía (2011),,Latest Triassic to Jurassic granitoids - San Lucas (ca. 189 - 180 Ma),,0.23,71.59,13.72,1.69,0.015,2.84,1.2,0.2,1.33,0.606,0.04,,6.47,,,99.94,,14.0,2,82,30,3,< 20,< 10,< 30,15,1.2,< 5,86,64.0,22.5,209,5.1,< 2,0.9,< 0.1,2,< 0.2,6.6,253.0,13.1,31.3,4.8,23.1,4.98,1.02,4.11,0.67,3.93,0.79,2.3,0.343,2.32,0.381,5.3,0.32,1.9,0.31,< 5,< 0.1,7.06,1.24,,,,,,,,,93.144,3.8358431543721814,1.6426888990561401,1.2034591881274554,0.6672777244129563,,
101,KD-WR-304*,-74.478108,6.854484,351,Massive silicified diorite,San Lucas intrusions (Norosí Batholith),,,,Leal-Mejía (2011),,Latest Triassic to Jurassic granitoids - San Lucas (ca. 189 - 180 Ma),,4.09,59.94,15.53,1.87,0.099,4.15,5.06,2.94,1.47,0.881,0.28,,3.96,,,100.7,,16.0,1,107,190,24,80,30,90,17,1.2,< 5,38,360.0,18.6,166,8.6,< 2,0.7,< 0.1,2,< 0.2,0.7,795.0,19.8,37.7,4.82,21.4,4.52,1.33,3.94,0.6,3.43,0.66,1.87,0.266,1.66,0.252,3.8,0.49,< 0.5,0.23,8,< 0.1,3.88,1.57,,,,,,,,,102.24799999999999,8.102790910477353,2.735521451775513,1.6123735448121599,0.9385643146706654,,
102,KD-WR-160*,-75.56292,2.94133,1301,Fine-grained hb diorite,Ibagué South Batholith,,,,Leal-Mejía (2011),,Latest Triassic to Jurassic granitoids - Ibagué South (ca. 189 - 180 Ma),,4.45,49.5,15.19,3.6,0.137,7.84,9.72,2.49,1.12,0.733,0.29,,3.1,,,98.67,,26.0,1,197,520,33,120,20,60,18,1.5,< 5,25,790.0,16.8,95,3,< 2,< 0.5,< 0.1,1,5.2,0.2,355.0,17.0,36.0,4.35,16.9,3.97,1.3,3.59,0.53,2.97,0.59,1.75,0.246,1.53,0.228,2.3,0.16,< 0.5,0.26,< 5,< 0.1,2.6,0.76,,,,,,,,,90.954,7.548054383497422,2.674063918205104,1.5939714845150437,1.0293471724548895,,
103,KD-WR-165,-75.708976,2.641141,1348,Bt diorite,Ibagué South Batholith,,,,Leal-Mejía (2011),,Latest Triassic to Jurassic granitoids - Ibagué South (ca. 189 - 180 Ma),,5.16,57.87,16.28,2.2,0.136,3.49,6.51,3.16,3.51,1.022,0.29,,0.16,,,100.4,,21.0,2,177,50,19,< 20,50,350,18,1.5,< 5,131,544.0,28.6,213,9.4,4,1.6,< 0.1,2,1.1,4.8,732.0,34.4,69.3,7.11,27.2,6.08,1.42,5.61,0.82,4.84,1.02,3.11,0.464,2.87,0.434,5.9,0.69,< 0.5,0.46,14,7.4,15.2,4.35,,,,,,,,,164.67800000000003,8.14243079139652,3.5332000888296684,1.3278789749922817,0.7282022119170221,,
104,KD-WR-166,-75.63535,2.916477,1346,Bt quartz diorite,Ibagué South Batholith,188.5 ± 3.3,U-Pb (LA-ICP-MS),Zircon,Leal-Mejía (2011),,Latest Triassic to Jurassic granitoids - Ibagué South (ca. 189 - 180 Ma),,2.11,67.47,16.23,1.02,0.082,0.96,3.88,4.05,2.88,0.322,0.16,,0.47,,,99.63399999999997,,4.0,2,42,90,5,< 20,70,< 30,17,1.0,< 5,58,781.0,10.6,109,4.5,8,< 0.5,< 0.1,< 1,< 0.2,0.7,1281.0,21.7,39.6,4.14,12.8,2.4,0.774,1.81,0.3,1.8,0.36,1.03,0.157,1.04,0.163,3.2,0.31,< 0.5,0.05,< 5,< 0.1,2.91,0.85,,,,,,,,,88.074,14.174375202856215,5.646272855133614,1.1822865952612789,1.0862789323287936,188.5,3.3
105,KD-WR-167,-75.59372,2.870995,1427,Bt diorite,Ibagué South Batholith,186.0 ± 3.1,U-Pb (LA-ICP-MS),Zircon,Leal-Mejía (2011),,Latest Triassic to Jurassic granitoids - Ibagué South (ca. 189 - 180 Ma),,5.19,58.47,16.05,1.63,0.116,3.51,6.15,3.19,3.28,0.883,0.25,,0.39,,,99.109,,20.0,2,169,50,20,< 20,60,340,18,1.3,< 5,123,531.0,22.4,318,7.9,< 2,2.9,< 0.1,2,1,4.1,903.0,29.0,58.6,5.96,22.2,4.92,1.17,4.41,0.65,3.73,0.79,2.4,0.359,2.31,0.343,8.8,0.56,< 0.5,0.41,17,15.3,10.4,2.72,,,,,,,,,136.84199999999998,8.528321186549034,3.6808342766971975,1.2968929804372842,0.750180846258605,186.0,3.1
106,KD-WR-168,-75.52041,2.953464,1385,Bt microdiorite,Ibagué South Batholith,,,,Leal-Mejía (2011),,Latest Triassic to Jurassic granitoids - Ibagué South (ca. 189 - 180 Ma),,6.19,55.7,17.15,1.88,0.162,4.56,8.36,3.16,1.71,0.925,0.29,,0.38,,,> 101.0,,24.0,2,219,70,24,30,70,< 30,19,1.2,6,33,622.0,23.6,113,4.6,4,< 0.5,< 0.1,< 1,0.6,0.9,758.0,19.8,41.6,5.08,18.8,4.28,1.35,4.08,0.71,4.29,0.84,2.35,0.348,2.21,0.322,3.4,0.23,< 0.5,0.12,< 5,< 0.1,1.8,0.57,,,,,,,,,106.05999999999999,6.086259235924166,2.888915178043298,1.2541382667964949,0.9703760046550481,,
107,KD-WR-169,-75.507049,2.79338,1135,Bt monzonite,Ibagué South Batholith,,,,Leal-Mejía (2011),,Latest Triassic to Jurassic granitoids - Ibagué South (ca. 189 - 180 Ma),,2.31,65.36,15.39,1.65,0.078,1.39,2.21,4.04,4.18,0.461,0.17,,1.51,,,99,,7.0,2,67,< 20,8,< 20,10,200,16,1.4,< 5,125,467.0,20.6,218,8.7,6,1.8,< 0.1,1,0.4,4.8,1328.0,44.0,79.3,7.28,23.4,4.71,1.11,3.76,0.55,3.21,0.68,2.18,0.324,2.19,0.343,6,0.72,< 0.5,0.43,15,5.2,11.6,3.12,,,,,,,,,173.03700000000003,13.648536693447394,5.833714065593449,1.1663294992582316,0.7774556755564923,,
108,KD-WR-214,-75.711821,2.645446,1567,Bt diorite,La Argentina granitoid (Ibagué South),188.4 +2.8/-2.7,U-Pb (LA-ICP-MS),Zircon,Leal-Mejía (2011),,Latest Triassic to Jurassic granitoids - Ibagué South (ca. 189 - 180 Ma),,5.43,57.37,16.28,1.95,0.135,3.54,6.45,3.18,3.23,0.977,0.31,,0.47,,,99.32200000000003,,20.0,2,183,100,18,< 20,40,70,13,1.0,< 5,118,566.0,27.4,255,8.3,3,< 0.5,< 0.1,1,< 0.2,3.3,845.0,30.1,62.9,7.26,26.9,5.91,1.5,5.5,0.84,4.67,0.92,2.69,0.408,2.67,0.375,6.9,0.57,1,0.43,9,0.2,11.3,3.74,,,,,,,,,152.64299999999994,7.658306863256373,3.1804779141410893,1.3993583969405334,0.7885966616449517,188.4,1.4499999999999997
109,KD-WR-291,-76.050264,2.13655,2009,Bt-hb granodiorite,Ibagué South Batholith,182.7 ± 2.7,U-Pb (LA-ICP-MS),Zircon,Leal-Mejía (2011),,Latest Triassic to Jurassic granitoids - Ibagué South (ca. 189 - 180 Ma),,1.52,70.61,15.56,0.59,0.097,0.52,1.93,4.2,3.98,0.37,0.11,,1,,,100.48700000000001,,5.0,2,22,40,1,< 20,< 10,50,16,1.7,< 5,115,283.0,24.5,208,8.7,4,0.9,< 0.1,2,0.6,0.7,1181.0,32.7,63.8,6.49,23.7,4.61,1.17,3.88,0.7,4.11,0.82,2.53,0.401,2.89,0.481,5.8,0.72,< 0.5,0.73,13,0.2,10.4,3.09,,,,,,,,,148.28199999999998,7.686478910253602,4.429556000988495,0.9120348064765741,0.8206559922306076,182.7,2.7
110,CB0007A,-75.820865,2.240577,n.i.,Monzodiorite,Las Minas Monzodiorite (Ibagué South),179.0 ± 2.2,U-Pb (LA-ICP-MS),Zircon,Bustamante et al. (2010),,Latest Triassic to Jurassic granitoids - Ibagué South (ca. 189 - 180 Ma),,,58.1,17.2,7.4,0.1,3.0,6.0,3.7,2.2,0.9,0.3,,0.8,,,99.7,,17.0,,150,,,,,,17.7,,,48.6,609.8,21.3,120.6,6,,,,,,0.7,780.0,21.8,45.7,5.7,23.2,4.6,1.3,4.3,0.7,3.7,0.8,2.1,0.3,2.1,0.3,3.5,0.4,,,2.5,,2.7,0.7,,,,,,,,,116.59999999999998,7.052039381153305,2.959456980370575,1.390998593530239,0.8764840097456299,179.0,2.2
111,CB0010,-75.909065,2.398958,n.i.,Diorite,Ibagué South Batholith,187.4 ± 2.3,U-Pb (LA-ICP-MS),Zircon,Bustamante et al. (2010),,Latest Triassic to Jurassic granitoids - Ibagué South (ca. 189 - 180 Ma),,,56.6,17.8,7.6,0.1,3.5,6.5,4.1,1.7,0.9,0.3,,0.7,,,99.8,,18.0,,147,,,,,,18.7,,,56.2,637.2,17.2,126,5.6,,,,,,3,675.0,19.7,41.1,5.1,22.4,4.2,1.2,3.8,0.6,3.1,0.6,1.8,0.3,1.8,0.3,3.4,0.3,,,1.3,,13.1,2.1,,,,,,,,,105.99999999999996,7.43483356774496,2.9290737392003217,1.43413033286451,0.8979421143601785,187.4,2.3
112,CB0011,-75.909065,2.398958,n.i.,Diorite,Ibagué South Batholith,189.1 ± 2.9,U-Pb (LA-ICP-MS),Zircon,Bustamante et al. (2010),,Latest Triassic to Jurassic granitoids - Ibagué South (ca. 189 - 180 Ma),,,57.1,18.7,6.5,0.1,2.5,4.7,4.9,1.9,0.8,0.4,,2,,,99.60000000000001,,8.0,,106,,,,,,22.5,,,60.7,1043.0,13.2,166.9,8.8,,,,,,1.2,770.0,24.6,51.1,6.1,25.8,4.5,1.4,3.6,0.5,2.6,0.5,1.2,0.2,1.2,0.2,4.3,0.4,,,2.8,,4.1,1.9,,,,,,,,,123.5,13.926160337552744,3.4137834036568218,2.037974683544304,1.0255220250284498,189.1,2.9
113,CB0005,-75.770501,2.036976,n.i.,Monzogranite,"Altamira Monzogranite, Garzón Massif",173.9 ± 2.6,U-Pb (LA-ICP-MS),Zircon,Bustamante et al. (2010),,Latest Triassic to Jurassic granitoids - Garzón-Mocoa (ca. 180 - 172 Ma),,,63.5,15.6,5,0.1,1.9,3.8,3.7,3.9,0.6,0.2,,1.3,,,99.6,,8.0,,90,,,,,,17.9,,,105.6,664.8,21.7,216.1,18,,,,,,0.8,943.0,54.3,98.1,10.5,38.0,5.9,1.4,4.8,0.7,3.7,0.8,2.2,0.4,2.2,0.4,5.9,1.1,,,3.9,,14.5,4.1,,,,,,,,,223.39999999999998,16.766973532796317,5.7472645355074015,1.482163406214039,0.7772635226044758,173.9,2.6
114,SZH-10,-76.797901,1.077645,n.i.,diorite,Mocoa Batholith,,,,Zapata et al. (2016),,Latest Triassic to Jurassic granitoids - Garzón-Mocoa (ca. 180 - 172 Ma),,,59.31,17.96,6.39,0.27,2.06,3.23,4.09,3.01,0.63,0.31,0.008,2.5,0.03,<0.02,99.75,,9.0,2,99,,9.5,272.1,7.8,94,19.6,,7.7,74.6,584.9,25.6,115.1,7.3,0.4,<0.1,,1,<0.1,0.6,1028.0,29.2,57.1,7.12,28.5,5.34,1.4,4.86,0.76,4.16,0.85,2.48,0.39,2.49,0.39,3.4,0.4,0.5,<0.1,3.9,<0.1,4.4,1.5,,<0.01,,<0.5,<0.1,<0.5,,,145.03999999999996,7.9663802890888435,3.4147189430932854,1.325911239896294,0.8219991180107831,,
115,SZH-9.2,-76.80846,1.079727,n.i.,granite,Mocoa Batholith,,,,Zapata et al. (2016),,Latest Triassic to Jurassic granitoids - Garzón-Mocoa (ca. 180 - 172 Ma),,,65.98,15.68,3.68,0.2,1.08,3.04,3.98,3.63,0.38,0.14,0.015,1.9,0.05,<0.02,99.78,,6.0,1,45,,5.2,508,47.4,81,16.1,,21.7,82.9,425.4,15.8,146.1,6.2,1.2,<0.1,,2,0.1,0.5,1168.0,26.0,48.6,5.33,19.6,3.12,0.83,2.85,0.44,2.62,0.55,1.63,0.27,1.8,0.31,4.3,0.4,0.7,<0.1,23.7,<0.1,7.8,2.2,,<0.01,,<0.5,0.3,1.5,,,113.94999999999999,9.812470698546647,5.203938115330521,1.0755977496483824,0.8328435788606231,,
116,SZH-11.1,-76.770686,1.073481,n.i.,granite,Mocoa Batholith,,,,Zapata et al. (2016),,Latest Triassic to Jurassic granitoids - Garzón-Mocoa (ca. 180 - 172 Ma),,,73.72,13.78,1.42,0.05,0.24,0.55,3.8,4.64,0.18,0.03,0.012,1.4,0.04,<0.02,99.89,,2.0,2,<8,,1.3,412.5,16.2,23,13.1,,38.7,109.8,129.7,13.2,132.9,12.8,0.6,<0.1,,<1,<0.1,0.6,819.0,30.5,53.4,5.75,18.6,2.78,0.55,2.06,0.34,1.99,0.43,1.45,0.24,1.75,0.29,4.4,1.2,0.5,<0.1,5,<0.1,10.2,2.8,,<0.01,,<0.5,<0.1,3.1,,,120.13000000000001,11.839662447257385,6.851227878456729,0.7996624472573841,0.6705963420775753,,
117,SZH-12.1,-76.745404,1.074225,n.i.,Granite,Mocoa Batholith,180.4 ± 1.6,U-Pb (LA-ICP-MS),Zircon,Zapata et al. (2016),,Latest Triassic to Jurassic granitoids - Garzón-Mocoa (ca. 180 - 172 Ma),,,69.07,15.15,2.7,0.19,0.8,1.89,3.78,4.29,0.32,0.12,0.013,1.4,0.03,<0.02,99.75300000000001,,4.0,1,36,,5.2,525.2,20.7,207,14.8,,6.9,102.6,425.0,17.4,133.3,9.9,0.5,<0.1,,1,<0.1,0.7,1167.0,36.9,68.3,7.01,24.3,3.83,0.9,3.24,0.51,2.83,0.61,1.86,0.3,1.97,0.32,4,0.7,0.6,<0.1,52.7,0.2,11.5,2.5,,<0.01,,<0.5,1.2,6.4,,,152.88000000000005,12.72441046070809,6.016459001222858,1.1172653087451008,0.7583430632636173,180.4,1.6
118,SZH-13,-76.750312,1.074522,n.i.,granite,Mocoa Batholith,,,,Zapata et al. (2016),,Latest Triassic to Jurassic granitoids - Garzón-Mocoa (ca. 180 - 172 Ma),,,63.53,16.98,4.45,0.12,1.36,2.98,4.59,3.27,0.49,0.23,0.009,1.7,0.03,<0.02,99.76,,8.0,2,60,,5.8,324.9,6.5,51,18.2,,4.6,73,581.2,24.5,231.9,8.7,0.3,<0.1,,1,<0.1,0.6,1007.0,35.8,73.4,8.72,34.3,5.53,1.2,4.53,0.74,4.02,0.83,2.54,0.39,2.66,0.4,6.2,0.5,<0.5,<0.1,3.8,<0.1,6.6,1.7,,<0.01,,<0.5,<0.1,2.9,,,175.06,9.142793693093491,4.042697675128375,1.1568954030646235,0.7089590460827493,,
119,KD-WR-75,-75.287995,4.399367,n.i.,Hb diorite,Ibagué North Batholith,,,,Leal-Mejía (2011),,Latest Triassic to Jurassic granitoids - Ibagué North (ca. 168 - 152 Ma),,5.18,53.49,17.28,1.78,0.196,4.4,6.21,3.61,2.2,1.155,0.28,,2.26,,,98.62,,21.0,2,160,60,16,30,20,90,21,1.3,< 5,61,647.0,31.6,200,12.1,< 2,< 0.5,< 0.1,3,< 0.2,0.5,749.0,20.5,49.5,6.33,26.5,6.58,1.8,5.97,0.99,5.61,1.1,3.2,0.471,3.1,0.445,4.9,0.82,< 0.5,0.42,< 5,0.2,3.14,0.92,,,,,,,,,132.09599999999998,4.492309786307336,1.945545252843933,1.308248264597795,0.8587647841966648,,
120,KD-WR-99*,-75.321502,4.262568,n.i.,Hb diorite,Ibagué North Batholith,,,,Leal-Mejía (2011),,Latest Triassic to Jurassic granitoids - Ibagué North (ca. 168 - 152 Ma),,1.07,66.92,16.73,0.27,0.033,1.95,6.44,4.89,0.23,0.543,0.17,,0.57,,,99.93,,7.0,1,58,60,2,< 20,< 10,40,21,1.3,< 5,3,727.0,17.5,117,4.9,3,< 0.5,< 0.1,3,0.3,0.3,130.0,12.9,37.8,4.91,20.0,4.11,1.18,3.73,0.57,2.99,0.57,1.75,0.258,1.74,0.275,3.3,0.38,< 0.5,< 0.05,< 5,0.2,3.63,1.12,,,,,,,,,92.78299999999999,5.036374217954314,1.9600234069420062,1.4562539405402783,0.9011975939598579,,
121,KD-WR-100,-75.269077,4.03215,n.i.,Hb-bt diorite,Ibagué North Batholith,,,,Leal-Mejía (2011),,Latest Triassic to Jurassic granitoids - Ibagué North (ca. 168 - 152 Ma),,3.12,65.74,14.86,0.39,0.075,2.05,3.49,3.53,2.98,0.559,0.18,,1.41,,,98.72,,9.0,2,61,100,8,< 20,< 10,70,19,1.5,< 5,109,376.0,22.1,158,9.9,4,< 0.5,< 0.1,4,0.9,3.8,696.0,24.8,50.3,5.57,21.3,4.42,1.11,4.25,0.69,3.76,0.7,2.15,0.314,2.03,0.307,4.2,1.19,0.7,0.8,15,0.1,10.6,2.24,,,,,,,,,121.701,8.29914156845628,3.5038280161139435,1.4222319220136768,0.7698232539712986,,
122,KD-WR-103*,-75.377656,3.782807,n.i.,Granodiorite,Ibagué North Batholith,,,,Leal-Mejía (2011),,Latest Triassic to Jurassic granitoids - Ibagué North (ca. 168 - 152 Ma),,4.59,57.19,17.65,1.85,0.133,3.32,6.58,3.3,0.74,0.817,0.23,,1.76,,,98.69,,16.0,1,153,60,15,< 20,< 10,90,22,1.3,< 5,16,567.0,25.6,142,4.9,3,< 0.5,< 0.1,2,0.3,0.3,448.0,15.1,34.8,4.35,19.2,4.5,1.4,4.47,0.76,4.44,0.84,2.6,0.379,2.48,0.365,3.5,0.28,< 0.5,0.1,5,< 0.1,1.3,0.36,,,,,,,,,95.68400000000001,4.13621205934395,2.095452414439756,1.2244283380971825,0.9407171903125987,,
123,KD-WR-246*,-75.309369,4.18649,987,Granodiorite,Ibagué North Batholith,152.9 ± 3.1,U-Pb (LA-ICP-MS),Zircon,Leal-Mejía (2011),,Latest Triassic to Jurassic granitoids - Ibagué North (ca. 168 - 152 Ma),,1.5,69.64,15.46,1.39,0.026,1.38,2.49,3.45,1.13,0.344,0.1,,2.24,,,99.14999999999996,,6.0,1,47,20,5,< 20,1220,30,18,1.4,< 5,19,355.0,10.9,129,5.5,3,0.8,< 0.1,3,< 0.2,0.8,392.0,18.4,36.2,3.78,13.6,2.49,0.679,1.95,0.31,1.81,0.36,1.08,0.174,1.27,0.217,3.9,0.49,1.5,0.13,< 5,0.1,4.9,1.02,,,,,,,,,82.32000000000001,9.842187448087975,4.614576449256942,1.043057908900628,0.9060020374039937,152.9,3.1
