,sample,longitude,latitude,elevation _m.a.s.l._,lithology,"geological unit, locality",age _ma_,dating method,mineral,reference,unnamed: 10,age group,unnamed: 12,feo,sio2,al2o3,fe2o3,mno,mgo,cao,na2o,k2o,tio2,p2o5,cr2o3,loi,tot/c,tot/s,total,unnamed: 29,sc_ppm,be_ppm,v_ppm,cr_ppm,co_ppm,ni_ppm,cu_ppm,zn_ppm,ga_ppm,ge_ppm,as_ppm,rb_ppm,sr_ppm,y_ppm,zr_ppm,nb_ppm,mo_ppm,ag_ppm,in_ppm,sn_ppm,sb_ppm,cs_ppm,ba_ppm,la_ppm,ce_ppm,pr_ppm,nd_ppm,sm_ppm,eu_ppm,gd_ppm,tb_ppm,dy_ppm,ho_ppm,er_ppm,tm_ppm,yb_ppm,lu_ppm,hf_ppm,ta_ppm,w_ppm,tl_ppm,pb_ppm,bi_ppm,th_ppm,u_ppm,s_ppm,hg_ppm,li_ppm,se_ppm,cd_ppm,au_ppm,ti_ppm,unnamed: 82,sree_ppm,_la/yb_n,_la/sm_n,_gd/yb_n,eu/eu*,age_ma,age_ma_error
414,HAM39-2,-72.906,7.33567,n.i.,Porphyry,"Santander Massif, Vetas-California porphyry suite",,,,Bissig et al. (2014),,Latest Oligocene to Pleistocene porphyry granitoids - Santander Massif,,,64.79,17.6,3.65,0.11,0.97,4.01,4.4,3.03,0.46,0.21,,0.5,<0.02,<0.02,99.73,,6.0,1,108,,4.4,<0.1,6.7,23,21.1,,2.2,72.5,1083.6,17.0,125.1,11.5,0.4,<0.1,,1,1.7,1.4,872.0,30.6,62.7,7.22,24.6,4.67,1.2,3.63,0.55,2.88,0.61,1.93,0.3,2.03,0.32,4,0.8,<0.5,<0.1,0.5,<0.1,8.8,3.1,,<0.01,,<0.5,<0.5,<0.1,,,143.24,10.240069838498473,4.091833139077874,1.2147533828022699,0.8560809673581224,,
415,TBCV078*,-72.9335,7.36317,n.i.,Porphyry,"Santander Massif, Vetas-California porphyry suite",,,,Bissig et al. (2014),,Latest Oligocene to Pleistocene porphyry granitoids - Santander Massif,,,64.07,16.87,3.24,0.04,1.02,3.09,3.77,5.35,0.4,0.17,,1.6,0.21,0.41,99.62,,5.0,2,209,,4,1.1,162,14,22.3,,<0.5,113.6,1099.2,15.5,127.3,10.4,0.2,<0.1,,<1,<0.1,1.2,1518.0,29.9,59.2,6.29,24.0,3.85,0.99,3.09,0.44,2.55,0.47,1.47,0.22,1.58,0.23,3.7,0.8,2.4,<0.1,0.9,0.2,9.7,3.2,,<0.01,,<0.5,<0.1,10.4,,,134.28,12.855578699994657,4.849799989040495,1.3285531164877422,0.8465999967683566,,
416,TBCV012*,-72.91455146,7.37246191,n.i.,Porphyry,"Santander Massif, Vetas-California porphyry suite",,,,Bissig et al. (2014),,Latest Oligocene to Pleistocene porphyry granitoids - Santander Massif,,,63.28,16.81,3.31,0.11,1.2,2.38,2.37,6.7,0.41,0.19,,2.8,0.4,0.38,99.5,,5.0,2,133,,5,1.2,832.1,116,22,,<0.5,203.2,758.6,17.4,133.5,11.9,7.3,0.3,,1,0.2,2.6,2089.0,33.2,65.6,7.2,27.2,4.63,1.12,3.63,0.54,2.9,0.59,1.69,0.28,1.72,0.28,3.6,0.9,5.5,0.1,1.1,0.2,11.5,4.6,,<0.01,,0.6,<0.1,26.7,,,150.57999999999998,13.112550289471104,4.477859492759567,1.4336914924933764,0.8033692945191026,,
417,TBCV036*,-72.9154,7.37752,n.i.,Porphyry,"Santander Massif, Vetas-California porphyry suite",,,,Bissig et al. (2014),,Latest Oligocene to Pleistocene porphyry granitoids - Santander Massif,,,63.11,17.07,4.38,0.28,0.82,0.98,2.9,6.21,0.33,0.16,,3.5,0.21,1.64,99.7,,4.0,2,68,,3.6,2.1,10,37,22.1,,<0.5,188.2,761.2,14.0,139.3,10.3,0.3,<0.1,,2,<0.1,2.1,1504.0,29.4,60.3,6.64,25.0,4.08,1.03,3.0,0.43,2.31,0.45,1.37,0.22,1.59,0.23,4.1,0.6,10.5,0.1,1.5,0.9,9.5,2.9,,<0.01,,<0.5,<0.1,7.2,,,136.04999999999998,12.561101823103256,4.499875899726979,1.281745083990128,0.8580481136188037,,
418,TBCV082*,-72.9216,7.35313,n.i.,Porphyry,"Santander Massif, Vetas-California porphyry suite",,,,Bissig et al. (2014),,Latest Oligocene to Pleistocene porphyry granitoids - Santander Massif,,,61.7,16.35,3.23,0.62,1.26,1.95,0.22,8.63,0.3,0.14,,5.2,0.7,1.54,99.58,,5.0,1,59,,2.5,1.2,32.4,225,20.1,,13.5,299.5,259.5,17.5,121.9,10.8,0.1,0.6,,4,<0.1,2.5,2109.0,41.0,81.6,8.99,35.0,5.52,1.3,4.05,0.54,2.87,0.53,1.53,0.23,1.69,0.25,3.7,0.8,10.9,0.2,761.3,0.6,8.5,4,,<0.01,,0.7,0.8,55.1,,,185.10000000000002,16.480663121364195,4.638292668011986,1.6279679424762192,0.8010742139157471,,
419,AN-002-C122*,-72.93420555555555,7.557719444444444,2314,Rhyodacite porphyry,"Santander Massif, Quebrada Ventanas porphyry",,,,Cruz et al. (2014),,Latest Oligocene to Pleistocene porphyry granitoids - Santander Massif,,,65.45,17.09,4.31,0.15,1.32,6.01,2.18,0.84,0.46,0.17,<0.002,1.8,,,99.82,,5.0,2,99,,4.3,<20,,,19.2,,,37.4,686.0,15.6,88.6,11,,,,,,1.1,199.0,24.3,45.7,5.52,20.7,3.7,1.1,3.07,0.41,2.96,0.48,1.54,0.24,1.78,0.21,3.1,0.8,,,5.7,,6.4,3.1,,,,,,,,,111.70999999999998,9.273929739724078,4.10126582278481,1.1716446214383918,0.9665878103518509,,
420,AN-026-POY3,-72.93669444444444,7.561405555555556,2245,Rhyodacite porphyry,"Santander Massif, Quebrada Ventanas porphyry",13.9 ± 0.2,U-Pb (LA-ICP-MS),Zircon,Cruz et al. (2014),,Latest Oligocene to Pleistocene porphyry granitoids - Santander Massif,,,65.21,17.23,2.83,0.1,0.92,3.22,5.14,3.17,0.34,0.13,<0.002,1.4,,,99.69,,4.0,3,83,,2.8,<20,,,19.9,,,72.3,1.103,11.7,96.1,10.6,,,,,,1.6,867.0,26.0,42.7,5.07,19.3,2.89,0.83,2.35,0.29,1.95,0.32,1.14,0.19,0.98,0.16,3.1,0.8,,,3.9,,7.2,3.8,,,,,,,,,104.17,18.022905364677516,5.6180923598031915,1.6289933694996985,0.9409252720269521,13.9,0.2
421,KD-WR-19,-75.748682,5.746387,2059,Microdiorite,"Quebradona porphyry suite, Middle Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Middle Cauca región,,5.46,54.71,16.73,3.93,0.236,4.34,7.68,2.37,1.58,0.882,0.25,,1.11,,,99.89,,26.0,1,277,50,28,< 20,70,110,22,2.0,5,38,681.0,18.0,87,4,< 2,< 0.5,< 0.2,< 1,1.5,1.3,1567.0,10.9,21.8,2.9,12.5,3.2,0.99,3.4,0.5,3.0,0.6,1.8,0.27,1.7,0.25,2.4,0.3,< 1,0.2,14,< 0.4,2.6,1.2,,,,,,,,,63.81000000000001,4.355671382477042,2.1271097046413505,1.3586497890295357,0.9085874544264748,,
422,KD-WR-20,-75.576795,5.549999,716,Granodiorite Porphyry,"Orofino porphyry intrusion, Middle Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Middle Cauca región,,2.1,66.41,16.07,1,0.017,0.87,3.83,4.79,2.64,0.382,0.18,,1.31,,,99.84,,4.0,2,61,< 20,5,< 20,80,30,28,2.0,< 5,55,1080.0,4.0,105,5,< 2,< 0.5,< 0.2,1,0.8,1.8,2067.0,18.9,33.1,4.0,15.5,3.0,1.07,2.2,0.2,1.0,0.2,0.4,< 0.05,0.4,0.05,2.9,0.3,1,0.3,7,< 0.4,2.7,1.7,,,,,,,,,80.02000000000001,32.098101265822784,3.934177215189873,3.7362869198312243,1.2134076259116353,,
423,KD-WR-21*,-75.603882,5.480915,1342,Granodiorite Porphyry,"Marmato porphyry suite, Middle Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Middle Cauca región,,2.62,64.18,15.56,1.17,0.081,1.49,4.2,3.95,2.41,0.449,0.22,,3.1,,,99.71,,7.0,1,75,20,8,< 20,< 10,90,23,2.0,< 5,66,939.0,9.0,97,6,< 2,< 0.5,< 0.2,< 1,1.7,1.4,1498.0,13.8,26.1,3.31,13.3,3.0,0.94,2.5,0.4,1.8,0.3,0.9,0.14,0.9,0.13,2.7,0.4,< 1,0.5,16,< 0.4,2.6,1.5,,,,,,,,,67.52000000000001,10.416315049226442,2.872573839662447,1.8870135958743552,1.0170393867980845,,
424,KD-WR-25*,-75.798313,6.059836,1683,Altered porphyry diorite,"Titiribí porphyry suite, Middle Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Middle Cauca región,,5.78,49.29,17.09,1.3,0.213,3.14,8.3,2.72,1.18,0.642,0.46,,9.01,,,99.78,,15.0,2,212,< 20,17,< 20,< 10,100,22,2.0,< 5,44,565.0,18.0,51,3,< 2,< 0.5,< 0.2,< 1,1,1.6,236.0,13.4,28.3,3.87,17.0,4.2,1.37,3.9,0.6,3.3,0.6,1.9,0.28,1.8,0.27,1.6,0.1,< 1,0.6,6,< 0.4,1.8,0.9,,,,,,,,,80.78999999999999,5.057196436943272,1.9923648784408277,1.4718706047819972,1.0144129807081919,,
425,KD-WR-26,-75.803361,6.063592,1800,Diorite,"Titiribí porphyry suite, Middle Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Middle Cauca región,,2.79,59.07,17.3,2.89,0.143,1.88,5.82,4.0,3.42,0.552,0.3,,1.43,,,99.9,,10.0,2,154,< 20,15,< 20,220,80,25,2.0,< 5,70,1020.0,17.0,108,4,3,< 0.5,< 0.2,< 1,1.2,< 0.5,1142.0,17.0,31.5,3.88,15.9,3.6,1.06,3.4,0.5,2.7,0.6,1.7,0.26,1.8,0.28,3,0.4,< 1,0.4,12,< 0.4,3.4,1.6,,,,,,,,,84.18,6.415846225972808,2.9488982653539613,1.2831692451945615,0.9093369575791965,,
426,KD-WR-27*,-75.803361,6.063592,1800,Hb diorite,"Titiribí porphyry suite, Middle Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Middle Cauca región,,7.32,46.75,15.1,2.43,0.317,6.76,10.76,2.09,1.03,0.874,0.38,,5.38,,,100,,37.0,1,292,160,41,30,120,180,20,2.0,16,24,571.0,18.0,58,4,< 2,< 0.5,< 0.2,4,1.7,< 0.5,424.0,12.0,25.2,3.36,15.1,3.9,1.32,3.8,0.6,3.2,0.6,1.8,0.27,1.7,0.25,1.8,0.2,< 1,0.4,6,2.9,1.6,0.7,,,,,,,,,73.1,4.7952345495160085,1.9214540733528076,1.5184909406800695,1.031791505960584,,
427,KD-WR-36,-75.969094,6.319565,2200,Diorite Porphyry,Guintar porphyry intrusion,,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Middle Cauca región,,4.05,56.69,17.7,2.79,0.119,2.84,8.06,2.99,2.04,0.389,0.23,,1.527,,,99.88,,15.0,1,142,< 20,14,< 20,300,50,16,1.5,< 5,40,571.0,13.4,49,2.3,< 2,< 0.5,< 0.1,< 1,< 0.2,0.5,962.0,10.7,17.9,2.42,9.53,2.27,0.791,2.33,0.38,2.19,0.43,1.32,0.204,1.46,0.229,1.4,0.19,< 0.5,0.14,< 5,0.2,1.77,0.97,,,,,,,,,52.153999999999996,4.978613952950696,2.9435491366010518,1.0841280850817874,1.038936322252528,,
428,KD-WR-69*,-75.794141,6.067884,n.i.,Diorite porphyry,"Titiribí porphyry suite, Middle Cauca",7.6 ± 0.3,U-Pb (LA-ICP-MS),Zircon,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Middle Cauca región,,4.13,56.13,16.48,2.5,0.132,2.82,5.62,3.41,2.5,0.654,0.37,,4.02,,,98.766,,16.0,2,171,20,15,< 20,160,60,19,1.6,< 5,55,812.0,19.6,108,4.7,3,< 0.5,< 0.1,< 1,8,1,1274.0,16.2,30.1,3.68,15.3,3.85,1.28,3.74,0.56,3.25,0.65,1.95,0.286,1.92,0.291,2.7,0.35,< 0.5,0.51,5,< 0.1,2.97,1.58,,,,,,,,,83.057,5.7318037974683556,2.6276508301824757,1.323268284106892,1.01480130784082,7.6,0.3
429,KD-WR-84*,-75.797945,5.356356,n.i.,Hb-bt diorite porphyry,"Quinchía porphyry suite, Middle Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Middle Cauca región,,1.52,61.67,17.68,3.08,0.092,1.23,4.66,3.19,1.66,0.359,0.17,,3.85,,,99.34,,8.0,< 1,77,< 20,7,< 20,< 10,50,18,1.5,< 5,46,567.0,11.4,65,3.7,< 2,< 0.5,< 0.1,1,< 0.2,1.4,930.0,6.21,12.0,1.64,7.01,1.84,0.642,1.81,0.32,1.89,0.36,1.15,0.18,1.23,0.196,1.9,0.36,< 0.5,0.36,6,0.1,1.11,0.64,,,,,,,,,36.47799999999999,3.429762272306267,2.1075949367088604,0.9996569585949023,1.059387302693276,,
430,KD-WR-85,-75.781774,5.329429,n.i.,Hb diorite porphyry,"Quinchía porphyry suite, Middle Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Middle Cauca región,,2.22,61.15,16.21,3.54,0.115,2.11,5.81,3.43,1.8,0.605,0.3,,2.39,,,99.92,,10.0,1,126,< 20,10,< 20,10,100,21,1.5,< 5,37,756.0,12.4,80,4.7,< 2,< 0.5,< 0.1,3,< 0.2,0.8,962.0,14.6,28.8,3.73,15.8,3.92,1.2,3.33,0.47,2.2,0.38,1.01,0.137,0.81,0.129,2.4,0.39,< 0.5,0.21,8,< 0.1,2.74,1.18,,,,,,,,,76.516,12.244621555451372,2.325841729096702,2.792780121894046,0.9863170225139062,,
431,KD-WR-86,-75.761929,5.44533,n.i.,Bt granodiorite porphyry,"Río Sucio porphyry intrusion, Middle Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Middle Cauca región,,2.09,64.49,16.17,2.52,0.078,1.58,3.91,4.11,2.21,0.495,0.24,,1.48,,,99.62,,9.0,1,84,30,6,< 20,< 10,80,21,1.4,< 5,56,922.0,10.9,110,6.2,< 2,< 0.5,< 0.1,2,< 0.2,0.9,1285.0,16.3,32.4,3.87,14.9,3.26,1.05,2.67,0.4,2.07,0.36,1.0,0.155,1.03,0.164,3.1,0.52,< 0.5,0.38,10,< 0.1,3.65,1.55,,,,,,,,,79.629,10.750481340379338,3.1223628691983127,1.7609684158780878,1.0523659653808808,,
432,KD-WR-87*,-75.683847,5.514145,n.i.,Bt granodiorite porphyry,"Supía porphyry intrusion, Middle Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Middle Cauca región,,1,64.73,15.9,1.58,0.047,0.73,3.63,4.25,2.27,0.336,0.16,,4.84,,,99.58,,3.0,1,56,< 20,3,< 20,< 10,90,23,1.2,< 5,43,731.0,6.8,88,3.5,< 2,< 0.5,< 0.1,2,< 0.2,1.6,2712.0,13.6,24.5,3.07,12.2,2.56,0.824,1.93,0.24,1.12,0.19,0.54,0.083,0.56,0.085,2.6,0.29,< 0.5,0.32,25,< 0.1,2.93,1.55,,,,,,,,,61.502,16.497890295358648,3.3175105485232064,2.3412447257383966,1.0843082827953192,,
433,KD-WR-151,-75.698761,5.607019,n.i.,Bt diorite,"Támesis Stock, Middle Cauca",7.8 ± 0.4,K-Ar,Biotite,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Middle Cauca región,,5.37,57.46,16.81,2.36,0.14,3.01,5.99,3.27,3.13,0.857,0.31,,0.65,,,99.357,,21.0,2,198,30,20,< 20,90,100,21,1.6,8,88,620.0,24.6,158,7.5,4,< 0.5,< 0.1,3,0.5,3.8,1142.0,17.5,35.7,4.38,18.2,4.16,1.22,4.28,0.73,4.16,0.8,2.42,0.359,2.39,0.37,4.1,0.61,< 0.5,0.26,9,< 0.1,5.47,2.24,,,,,,,,,96.669,4.974136256907296,2.6269879909120415,1.2165316102607557,0.8734997459100068,7.8,0.4
434,KD-WR-180,-75.72431,5.755763,2201,Hb-bt diorite porphyry,"Quebradona porphyry suite, Middle Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Middle Cauca región,,3.69,59.56,15.42,1.87,0.132,1.92,5.45,3.19,2.47,0.564,0.25,,1.44,,,96.38,,12.0,2,108,40,9,< 20,20,< 30,18,1.8,12,65,658.0,19.0,105,5.7,5,0.6,< 0.1,< 1,4.4,0.8,1542.0,20.5,35.7,4.3,16.0,3.62,1.09,3.53,0.57,3.44,0.68,1.96,0.287,1.9,0.295,3.1,0.49,< 0.5,0.31,< 5,< 0.1,4.37,2.32,,,,,,,,,93.87200000000001,7.329558072396181,3.5363778352798563,1.2621141461248058,0.9176026456534719,,
435,KD-WR-181,-75.723757,5.754298,2165,Hb-bt diorite porphyry,"Quebradona porphyry suite, Middle Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Middle Cauca región,,3.91,61.15,16.09,1.83,0.103,1.85,5.37,3.25,2.84,0.599,0.26,,0.77,,,98.45,,12.0,2,120,< 20,9,< 20,20,300,17,1.4,< 5,73,692.0,17.8,148,6.3,2,1.4,< 0.1,2,2,0.7,1487.0,21.4,38.7,4.1,15.5,3.56,1.06,3.51,0.51,2.94,0.62,1.9,0.282,1.82,0.28,4,0.52,< 0.5,0.71,20,20.4,4.58,2.36,,,,,,,,,96.18200000000002,7.987666342096721,3.7538519888114537,1.310126582278481,0.9031755761479477,,
436,KD-WR-182,-75.731001,5.922339,1781,Bt diorite porphyry,"La Mina porphyry suite, Middle Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Middle Cauca región,,2.46,60.72,16.57,2.16,0.091,1.56,5.16,4.05,2.9,0.446,0.25,,1.86,,,98.5,,7.0,2,105,40,7,< 20,340,380,17,1.5,< 5,67,860.0,14.7,125,5,4,1.4,< 0.1,< 1,1.2,0.5,1173.0,20.4,35.8,3.63,13.6,2.94,0.907,2.74,0.4,2.29,0.48,1.53,0.239,1.58,0.251,3.5,0.41,< 0.5,0.47,12,16.6,5.36,2.64,,,,,,,,,86.787,8.771030283608395,4.333075002152761,1.1780697537787748,0.957974887202994,,
437,KD-WR-183,-75.731001,5.922339,1781,Bt diorite porphyry,"La Mina porphyry suite, Middle Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Middle Cauca región,,2.34,60.75,16.5,3.22,0.042,1.53,4.41,3.96,2.9,0.428,0.26,,1.89,,,98.51,,7.0,2,102,< 20,6,< 20,610,60,19,1.5,< 5,70,826.0,14.1,140,4.8,< 2,< 0.5,< 0.1,1,0.9,1,1185.0,15.9,26.8,3.02,11.2,2.41,0.834,2.46,0.4,2.34,0.47,1.4,0.228,1.52,0.236,3.6,0.41,0.6,1.35,11,0.2,5.12,2.32,,,,,,,,,69.218,7.106095936042638,4.119964283838437,1.099433710859427,1.0342602577872735,,
438,KD-WR-233*,-75.71033,5.606779,2500,Quartz diorite,"Támesis Stock, Middle Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Middle Cauca región,,3.04,65.26,16.84,0.86,0.031,1.77,5.07,4.22,0.22,0.524,0.27,,1.75,,,100.2,,8.0,2,105,70,9,< 20,20,< 30,21,2.0,11,4,862.0,10.3,111,5.2,8,0.5,< 0.1,2,1.1,2,328.0,13.4,28.2,3.47,14.2,3.19,1.0,2.58,0.4,2.09,0.38,1.04,0.158,1.1,0.182,3.3,0.41,13.9,0.08,6,0.2,4.62,1.52,,,,,,,,,71.39,8.275412351361718,2.6231763289816543,1.593325661680092,1.0291174152841862,,
439,KD-WR-234*,-75.72868,5.613224,2455,Granodiorite,"Támesis Stock, Middle Cauca",7.2 ± 0.2,U-Pb (LA-ICP-MS),Zircon,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Middle Cauca región,,4.74,63.75,16.59,0.81,0.083,1.91,3.74,3.31,0.99,0.534,0.28,,2.79,,,99.527,,9.0,1,108,< 20,7,< 20,30,80,20,1.5,14,28,795.0,11.5,110,4.9,< 2,< 0.5,< 0.1,1,12.9,6.7,875.0,18.0,34.1,3.97,15.5,3.19,0.936,2.59,0.4,2.08,0.4,1.12,0.165,1.15,0.195,3.1,0.4,0.7,0.34,11,0.2,4.42,1.84,,,,,,,,,83.79600000000002,10.632911392405063,3.5236696956469986,1.529957805907173,0.9618536710957867,7.2,0.2
440,KD-WR-203,-75.908657,6.699611,1468,Hb diorite porphyry,"Buriticá suite, Middle Cauca",11.8 ± 1.1,K-Ar,Hornblende (whole-rock),Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Middle Cauca región,,2.96,57.92,17.62,3.51,0.188,2.02,6.38,4.14,3.05,0.599,0.36,,1.81,,,100.557,,9.0,2,152,< 20,11,< 20,50,90,14,0.9,< 5,69,985.0,23.3,131,7.3,< 2,< 0.5,< 0.1,2,< 0.2,0.3,1249.0,23.5,44.6,5.38,20.5,4.64,1.57,4.32,0.66,3.87,0.78,2.37,0.373,2.49,0.371,3.7,0.51,0.6,0.52,< 5,0.3,4.17,2.15,,,,,,,,,115.42399999999999,6.411299205259857,3.1627382511276005,1.1785877687967057,1.0511262323323491,11.8,1.1
441,08-Bu-13,-75.904485,6.70377,1591,Andesite porphyry,"Buriticá suite, Middle Cauca",,,,Lesage et al. (2013),,Latest Oligocene to Pleistocene porphyry granitoids - Middle Cauca región,,,56.16,16.03,8.15,0.18,2.8,7.16,3.44,3.05,0.7,0.44,,0.67,,0.04,98.82,,16.9,,210,13.4,13.7,6,26,84,18,1.6,2,66,926.0,20.0,104,5.9,,,,14,1.7,0.8,1294.0,20.8,39.6,5.37,19.8,4.45,1.34,4.15,0.68,3.96,0.77,2.2,0.318,2.03,0.316,2.8,0.4,,0.65,5,,3.66,1.93,,,,,,,,,105.78400000000002,6.960570347737525,2.918883041767411,1.3887676414957082,0.9348077847195965,,
442,08-Bu-19*,-75.904494,6.70377,1591,Andesite porphyry,"Buriticá suite, Middle Cauca",,,,Lesage et al. (2013),,Latest Oligocene to Pleistocene porphyry granitoids - Middle Cauca región,,,52.45,16.14,5.88,0.14,1.54,4.38,2.08,7.67,0.47,0.31,,6.82,,4.8,102.67,,7.59,,141,10.4,12.5,7,21,55,17,1.0,39,178,263.0,17.0,107,5.1,,,,<1,6.8,0.7,1671.0,23.6,41.9,4.9,17.9,4.09,1.26,3.83,0.53,2.89,0.59,1.77,0.272,1.77,0.258,2.7,0.3,,1.03,6,,3.66,2.07,,,,,,,,,105.56000000000002,9.057665260196908,3.603313629001476,1.469951607904837,0.9547548777934612,,
443,08-Bu-29,-75.905446,6.704854,1647,Andesite porphyry,"Buriticá suite, Middle Cauca",,,,Lesage et al. (2013),,Latest Oligocene to Pleistocene porphyry granitoids - Middle Cauca región,,,57.21,17.0,7.24,0.13,2.01,5.98,3.35,4.41,0.61,0.3,,1.12,,0.09,99.44,,9.3,,155,8.7,7.8,4,16,133,17,1.4,12,77,881.0,17.0,108,5.9,,,,<1,3.8,0.6,3012.0,16.5,27.5,3.08,12.0,2.89,0.957,3.12,0.45,2.63,0.56,1.77,0.274,1.76,0.275,2.7,0.4,,0.92,14,,3.63,1.8,,,,,,,,,73.766,6.368670886075949,3.565327843721256,1.2042577675489068,0.9656595086924832,,
444,08-Bu-30,-75.906775,6.704272,1752,Andesite porphyry,"Buriticá suite, Middle Cauca",,,,Lesage et al. (2013),,Latest Oligocene to Pleistocene porphyry granitoids - Middle Cauca región,,,56.29,16.57,9.76,0.27,3.24,6.33,2.75,2.81,0.81,0.46,,1.35,,0.05,100.69,,17.9,,225,22.3,22.1,12,64,785,19,1.5,9,53,859.0,22.0,114,6.9,,,,1,2.7,0.3,1365.0,20.5,38.3,5.27,19.9,4.39,1.37,4.19,0.71,4.34,0.84,2.43,0.361,2.34,0.362,3,0.4,,0.86,<5,,3.5,1.97,,,,,,,,,105.30300000000001,5.9513505716037365,2.9161019962899957,1.2163979948790078,0.9595881061106594,,
445,08-Bu-32*,-75.906775,6.704272,1752,Andesite porphyry,"Buriticá suite, Middle Cauca",,,,Lesage et al. (2013),,Latest Oligocene to Pleistocene porphyry granitoids - Middle Cauca región,,,56.96,15.58,5.48,0.11,2.03,3.17,0.97,7.89,0.52,0.27,,5.76,,4.01,102.74,,10.2,,138,30.2,12.8,9,8,60,17,1.7,7,197,325.0,16.0,129,6.8,,,,2,8.4,0.7,1746.0,21.8,39.4,5.14,17.8,3.72,1.16,3.35,0.54,3.23,0.65,1.92,0.294,1.95,0.303,3.3,0.5,,2.22,6,,4.62,2.58,,,,,,,,,101.257,7.59450394893433,3.659543577877592,1.1670453316022937,0.9818560089059403,,
446,08-Bu-36*,-75.906775,6.704272,1752,Andesite porphyry,"Buriticá suite, Middle Cauca",,,,Lesage et al. (2013),,Latest Oligocene to Pleistocene porphyry granitoids - Middle Cauca región,,,57.81,15.93,6.49,0.09,2.1,4.9,2.28,4.2,0.51,0.26,,3.51,,0.99,99.07,,10.3,,137,28.8,10.4,8,43,135,17,1.1,13,91,848.0,19.0,112,6.4,,,,1,4.6,0.4,1513.0,28.2,48.0,5.49,19.0,4.14,1.24,3.8,0.52,3.01,0.63,1.94,0.297,1.93,0.292,2.7,0.4,,0.1,14,,4.31,2.42,,,,,,,,,118.48899999999999,9.925887059749458,4.2536537638353815,1.337530880391771,0.9358653882448806,,
447,08-Bu-58*,-75.902488,6.705103,1381,Andesite porphyry,"Buriticá suite, Middle Cauca",,,,Lesage et al. (2013),,Latest Oligocene to Pleistocene porphyry granitoids - Middle Cauca región,,,53.66,15.76,7.99,0.23,3.15,7.48,3.23,4.22,0.72,0.46,,3.2,,0.36,100.45,,17.1,,228,17.7,9.1,8,51,48,19,1.4,15,77,894.0,19.0,109,6.4,,,,2,14,0.5,1984.0,23.5,44.9,5.93,21.6,4.74,1.42,4.13,0.67,3.79,0.74,2.15,0.309,1.95,0.284,2.9,0.4,,0.96,<5,,4.14,2.23,,,,,,,,,116.11300000000001,8.186735908254896,3.0960138154498034,1.4387752894082009,0.9557273417517583,,
448,08-Bu-61*,-75.902488,6.705103,1381,Andesite porphyry,"Buriticá suite, Middle Cauca",,,,Lesage et al. (2013),,Latest Oligocene to Pleistocene porphyry granitoids - Middle Cauca región,,,48.25,14.94,13.19,0.18,3.04,7.55,2.91,4.14,0.82,0.49,,4.81,,2,102.32,,19.2,,266,14.2,32.6,11,173,85,17,1.3,23,69,860.0,19.0,85,5,,,,12,10.8,0.4,1645.0,18.9,38.7,5.26,19.9,4.4,1.31,4.05,0.66,3.88,0.74,2.09,0.305,1.92,0.29,2.5,0.3,,0.81,<5,,3.44,1.82,,,,,,,,,102.405,6.6871044303797476,2.682393555811277,1.4329509493670889,0.9292138362886474,,
