,Sample,Reference,Unit,Location,Petrography,Rock type,East,North,sio2,tio2,al2o3,fe2o3,feo,Measured Fe,feo_tot,mno,mgo,cao,na2o,k2o,p2o5,LOI,Total,la_ppm,ce_ppm,pr_ppm,nd_ppm,sm_ppm,eu_ppm,gd_ppm,tb_ppm,dy_ppm,ho_ppm,er_ppm,tm_ppm,yb_ppm,lu_ppm,y_ppm,sc_ppm,hf_ppm,nb_ppm,ta_ppm,th_ppm,zn_ppm,co_ppm,ni_ppm,ba_ppm,cr_ppm,v_ppm,se_ppm,br_ppm,cu_ppm,sr_ppm,zr_ppm,rb_ppm,as_ppm,be_ppm,sb_ppm,sn_ppm,u_ppm,w_ppm,bi_ppm,cd_ppm,cs_ppm,ga_ppm,ge_ppm,In_ppm,mo_ppm,pb_ppm,ag_ppm,Tl,Analytical technique (element),Age (Ma) dating,±,Age (Ma) reference,age,±.1,Reference.1,Age max (Ma),±.2,Age min (Ma),±.3,Reference.2,Preferred Age max (Ma),±.4,Preferred Age min (Ma),±.5,Reference(s),Radiometric dating technique,Dated material,87Sr/86Sr,±.6,87Rb/86Sr,±.7,(87Sr/86Sr)i,147Sm/144Nd,±.8,143Nd/144Nd,±.9,eNd,(143Nd/144Nd)i,eNdi,(206Pb/204Pb)i,206Pb/204Pb,(207Pb/204Pb)i ,207Pb/204Pb,(208Pb/204Pb)i,208Pb/204Pb,208Pb/206Pb,207Pb/206Pb,Longitude,Latitude
294,K28,Kramer et al 2005,El Godo Formation,0,Basaltic andesite,V,380154.0,7745933.0,52.9,0.5,16.1,2.33,3.95,6.28,6.05,0.15,7.53,6.43,6.11,0.1,0.09,4.36,100.6,6.2,13.0,2.0,8.5,2.02,0.74,2.1,0.3,2.3,0.38,1.3,0.19,1.1,0.19,10.5,30.0,1.4,1.0,0.06,1.5,43.0,0.0,99.0,6.0,305.0,190.0,0.0,0.0,0.0,259.0,39.0,8.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,1.1,0.0,0.0,"XRF, ICP-MS, ICP-OES",0.0,0.0,159.0,159.0,0.0,Kossler 1998,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Biostratigraphic age,0,0.705828,9e-06,0.0,0.0,0.70562,0.0,0.0,0.51288,8e-06,5.0,0.512727,6.0,19.75,20.402,15.67,15.705,37.97,38.695,0.0,0.0,-70.14842819981945,-20.381045066393956
295,K29,Kramer et al 2005,El Godo Formation,0,Basaltic andesite,V,380154.0,7745933.0,51.5,0.58,18.6,3.4,2.86,6.26,5.92,0.11,6.13,5.18,5.89,0.33,0.08,4.73,99.4,6.4,17.0,1.9,8.5,2.2,0.82,2.3,-0.03,2.1,0.47,1.3,0.2,1.3,0.22,12.0,27.0,1.4,0.93,0.1,1.2,103.0,0.0,58.0,19.0,105.0,172.0,0.0,0.0,0.0,449.0,51.0,11.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.55,0.0,0.0,"XRF, ICP-MS, ICP-OES",0.0,0.0,159.0,159.0,0.0,Kossler 1998,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Biostratigraphic age,0,0.704911,8e-06,0.0,0.0,0.70474,0.0,0.0,0.512845,6e-06,4.0,0.512678,5.0,18.07,19.069,15.57,15.621,37.8,38.951,0.0,0.0,-70.14842819981945,-20.381045066393956
296,K78,Kramer et al 2005,El Godo Formation,0,Basaltic andesite,V,380154.0,7745933.0,51.9,0.98,17.2,0.22,5.61,5.83,5.81,0.08,1.86,11.0,3.12,1.15,0.19,6.61,99.9,17.0,36.0,5.3,22.0,5.3,1.6,5.3,0.95,5.3,1.0,3.0,0.45,2.9,0.44,28.0,31.0,4.1,3.8,0.3,4.6,111.0,0.0,26.0,296.0,47.0,224.0,0.0,0.0,0.0,298.0,156.0,53.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,29.0,0.0,0.0,"XRF, ICP-MS, ICP-OES",0.0,0.0,157.0,157.0,0.0,Kossler 1998,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Biostratigraphic age,0,0.704705,8e-06,0.0,0.0,0.70353,0.0,0.0,0.512824,7e-06,4.0,0.512671,5.0,18.38,18.444,15.61,15.616,38.29,38.375,0.0,0.0,-70.14842819981945,-20.381045066393956
297,K79,Kramer et al 2005,El Godo Formation,0,Basaltic andesite,V,380154.0,7745933.0,53.4,0.99,16.7,4.62,3.2,7.82,7.36,0.17,4.66,7.84,3.68,2.02,0.21,2.55,100.0,14.6,34.0,4.5,21.0,4.9,1.3,5.1,0.82,5.1,0.96,2.9,0.45,2.77,0.44,27.0,33.0,3.9,3.3,0.21,4.0,162.0,0.0,20.0,334.0,98.0,229.0,0.0,0.0,0.0,369.0,132.0,57.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,5.2,0.0,0.0,"XRF, ICP-MS, ICP-OES",0.0,0.0,157.0,157.0,0.0,Kossler 1998,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Biostratigraphic age,0,0.704651,8e-06,0.0,0.0,0.70363,0.0,0.0,0.512871,6e-06,5.0,0.512723,6.0,18.28,18.578,15.6,15.614,38.14,38.532,0.0,0.0,-70.14842819981945,-20.381045066393956
298,103,Kramer et al 2005,Jurassic volcanics,West of Cerro Jaspe,Alkaline basalt,V,523000.0,7601000.0,43.8,3.54,13.9,10.3,1.8,12.1,11.07,0.12,4.81,11.2,2.59,1.16,0.34,5.96,99.6,18.0,41.0,5.8,27.0,7.2,2.4,7.5,1.02,6.4,1.1,2.9,0.37,2.3,0.3,28.0,23.0,4.7,27.0,1.8,1.7,128.0,0.0,74.0,166.0,214.0,282.0,0.0,0.0,0.0,561.0,193.0,15.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,1.9,0.0,0.0,"XRF, ICP-MS, ICP-OES",0.0,0.0,170.0,170.0,0.0,Groschke and Wilke 1986,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Biostratigraphic age,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.77765069414721,-21.69423333854039
299,105,Kramer et al 2005,Jurassic volcanics,West of Cerro Jaspe,Alkaline basalt,V,523000.0,7601000.0,45.6,3.5,14.2,7.02,5.77,12.79,12.09,0.17,8.1,7.92,3.54,1.19,0.34,3.18,100.3,17.0,40.0,5.8,27.0,7.2,2.4,7.2,1.22,6.3,1.1,2.9,0.39,2.3,0.31,30.0,23.0,3.5,30.0,1.9,1.9,136.0,0.0,86.0,242.0,226.0,268.0,0.0,0.0,0.0,463.0,192.0,20.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,58,0.0,0.0,0.0,0.0,1.5,0.0,0.0,"XRF, ICP-MS, ICP-OES",0.0,0.0,170.0,170.0,0.0,Groschke and Wilke 1986,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Biostratigraphic age,0,0.70393,8e-06,0.0,0.0,0.70362,0.0,0.0,0.512876,6e-06,5.0,0.512692,5.0,18.31,19.09,15.6,15.635,38.1,38.815,0.0,0.0,-68.77765069414721,-21.69423333854039
300,108,Kramer et al 2005,Jurassic volcanics,West of Cerro Jaspe,Alkaline basalt,V,523000.0,7601000.0,44.9,3.43,14.0,5.84,6.66,12.5,11.91,0.17,7.95,7.08,3.38,1.18,0.31,4.09,99.0,16.0,37.0,5.5,26.0,6.9,2.3,7.2,1.22,6.5,1.2,3.0,0.39,2.3,0.32,29.0,23.0,5.1,29.0,1.9,2.0,140.0,0.0,88.0,142.0,220.0,250.0,0.0,0.0,0.0,399.0,181.0,17.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,"XRF, ICP-MS, ICP-OES",0.0,0.0,170.0,170.0,0.0,Groschke and Wilke 1986,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Biostratigraphic age,0,0.704248,8e-06,0.0,0.0,0.70385,0.0,0.0,0.51296,5e-06,6.0,0.512777,7.0,18.3,18.961,15.58,15.608,38.07,38.866,0.0,0.0,-68.77765069414721,-21.69423333854039
301,LS178,Llambias and Sato 1995,Tabaquito Pluton,0,Granodiorite,P,431819.0,6791812.0,66.04,0.66,15.59,1.03,3.01,4.04,3.94,0.07,1.78,3.14,3.44,3.18,0.17,2.03,108.12,0.0,32.0,60.0,9.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,14.0,0.0,15.0,55.0,0.0,14.0,573.0,45.0,87.0,0.0,0.0,7.0,392.0,166.0,132.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0,0.0,19.0,0.0,0.0,0.0,18.0,0.0,XRF,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,329.0,0.0,326.0,0.0,"Llambias and Sato, 1995",0,0,0.71168,0.0,0.9756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.70000148203528,-29.000004121775387
302,LS180,Llambias and Sato 1995,Tabaquito Pluton,0,Granodiorite,P,431819.0,6791812.0,67.5,0.55,15.17,1.37,2.28,3.65,3.51,0.07,1.63,3.37,2.97,3.77,0.15,1.19,107.18,0.0,23.0,59.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,11.0,0.0,18.0,53.0,0.0,14.0,640.0,40.0,75.0,0.0,0.0,3.0,288.0,132.0,151.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0,0.0,17.0,0.0,0.0,0.0,26.0,0.0,XRF,271.7,1.0,0.0,271.7,0.0,0,0.0,0.0,0.0,0.0,0,329.0,0.0,326.0,0.0,"Llambias and Sato, 1995",Rb-Sr,Biotite-whole rock,0.7108,0.0,1.5188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.70000148203528,-29.000004121775387
303,LS187,Llambias and Sato 1995,Tabaquito Pluton,0,Granodiorite,P,431819.0,6791812.0,65.81,0.62,15.74,1.53,2.61,4.14,3.99,0.07,1.76,3.65,3.0,3.38,0.16,1.68,108.14,0.0,25.0,58.0,5.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,12.0,0.0,14.0,54.0,0.0,14.0,593.0,43.0,88.0,0.0,0.0,2.0,314.0,148.0,141.0,0.0,0.0,0.0,0,4.0,0.0,0.0,0,0.0,18.0,0.0,0.0,0.0,15.0,0.0,XRF,328.7,1.2,0.0,328.7,0.0,0,0.0,0.0,0.0,0.0,0,329.0,0.0,326.0,0.0,"Llambias and Sato, 1995",Rb-Sr,Biotite-whole rock,0.71539,0.0,1.2847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.70000148203528,-29.000004121775387
304,LS190,Llambias and Sato 1995,Tabaquito Pluton,0,Granodiorite,P,431819.0,6791812.0,70.53,0.39,14.51,0.91,1.87,2.78,2.69,0.05,1.11,2.58,2.86,4.09,0.09,1.12,105.58,0.0,16.0,46.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,11.0,0.0,7.0,33.0,0.0,9.0,424.0,29.0,57.0,0.0,0.0,20.0,224.0,100.0,162.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0,0.0,17.0,0.0,0.0,0.0,24.0,0.0,XRF,326.1,1.2,0.0,326.1,0.0,0,0.0,0.0,0.0,0.0,0,329.0,0.0,326.0,0.0,"Llambias and Sato, 1995",Rb-Sr,Biotite-whole rock,0.71539,0.0,2.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.70000148203528,-29.000004121775387
305,LS191,Llambias and Sato 1995,Tabaquito Pluton,0,Granodiorite,P,431819.0,6791812.0,66.69,0.57,15.8,1.22,2.85,4.07,3.95,0.07,1.32,2.97,2.86,3.73,0.2,1.43,107.73,0.0,23.0,60.0,8.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,11.0,0.0,13.0,64.0,0.0,11.0,680.0,30.0,69.0,0.0,0.0,4.0,252.0,166.0,160.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0,0.0,19.0,0.0,0.0,0.0,20.0,0.0,XRF,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,329.0,0.0,326.0,0.0,"Llambias and Sato, 1995",0,0,0.71482,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.70000148203528,-29.000004121775387
306,LS206,Llambias and Sato 1995,Tabaquito Pluton,0,Granodiorite,P,431819.0,6791812.0,65.54,0.69,15.63,1.34,3.06,4.4,4.27,0.07,1.72,3.57,3.12,3.52,0.17,1.34,108.44,0.0,33.0,64.0,12.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,14.0,0.0,15.0,64.0,0.0,14.0,780.0,41.0,99.0,0.0,0.0,7.0,319.0,194.0,150.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0,0.0,21.0,0.0,0.0,0.0,16.0,0.0,XRF,325.8,1.2,0.0,325.8,0.0,0,0.0,0.0,0.0,0.0,0,329.0,0.0,326.0,0.0,"Llambias and Sato, 1995",Rb-Sr,Biotite-whole rock,0.71156,0.0,289.8082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.70000148203528,-29.000004121775387
307,LS-73,Llambias and Sato 1995,Las Piedritas Pluton,0,Granodiorite,P,451535.0,6736512.0,62.88,0.74,15.95,2.07,3.18,5.25,5.04,0.08,2.59,5.11,2.86,3.13,0.14,1.24,110.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,12.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,144.0,140.0,0.0,0.0,0.0,0,6.0,0.0,0.0,0,0.0,18.0,0.0,0.0,0.0,17.0,0.0,XRF,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,262.0,0.0,253.0,0.0,Sato et al. 2015,0,0,0.71143,0.0,1.3639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50000962838077,-29.500004186267244
308,LS-72,Llambias and Sato 1995,Las Piedritas Pluton,0,Granodiorite,P,451535.0,6736512.0,64.34,0.65,15.27,1.83,2.95,4.78,4.6,0.08,2.37,4.63,2.72,3.29,0.16,1.33,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,11.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,127.0,149.0,0.0,0.0,0.0,0,5.0,0.0,0.0,0,0.0,15.0,0.0,0.0,0.0,18.0,0.0,XRF,253.3,1.1,0.0,253.3,0.0,0,0.0,0.0,0.0,0.0,0,262.0,0.0,253.0,0.0,Sato et al. 2015,Rb-Sr,Biotite-whole rock,0.71228,0.0,1.9499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50000962838077,-29.500004186267244
309,LS87,Llambias and Sato 1995,Las Piedritas Pluton,0,Granodiorite,P,451535.0,6736512.0,64.74,0.64,15.18,1.92,2.65,4.57,4.38,0.07,2.11,4.37,2.89,3.4,0.11,1.15,108.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,11.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,150.0,156.0,0.0,0.0,0.0,0,5.0,0.0,0.0,0,0.0,17.0,0.0,0.0,0.0,15.0,0.0,XRF,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,262.0,0.0,253.0,0.0,Sato et al. 2015,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50000962838077,-29.500004186267244
310,LS139,Llambias and Sato 1995,Las Piedritas Pluton,0,Granodiorite,P,451535.0,6736512.0,64.78,0.65,15.61,1.92,2.76,4.68,4.49,0.08,2.25,4.6,2.92,3.36,0.12,1.1,109.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,12.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,137.0,161.0,0.0,0.0,0.0,0,6.0,0.0,0.0,0,0.0,16.0,0.0,0.0,0.0,17.0,0.0,XRF,262.1,1.1,0.0,262.1,0.0,0,0.0,0.0,0.0,0.0,0,262.0,0.0,253.0,0.0,Sato et al. 2015,Rb-Sr,Biotite-whole rock,0.71285,0.0,1.7813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50000962838077,-29.500004186267244
311,LS-60,Llambias and Sato 1995,Las Piedritas Pluton,0,Granodiorite,P,451535.0,6736512.0,65.33,0.6,15.43,2.01,2.39,4.4,4.2,0.06,2.0,4.07,2.88,3.46,0.14,1.44,108.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,12.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,135.0,161.0,0.0,0.0,0.0,0,4.0,0.0,0.0,0,0.0,17.0,0.0,0.0,0.0,18.0,0.0,XRF,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,262.0,0.0,253.0,0.0,Sato et al. 2015,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50000962838077,-29.500004186267244
312,LS112,Llambias and Sato 1995,Las Piedritas Pluton,0,Granodiorite,P,451535.0,6736512.0,65.61,0.59,15.65,1.77,2.44,4.21,4.03,0.07,1.91,4.22,2.98,3.52,0.1,1.24,108.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,11.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,145.0,169.0,0.0,0.0,0.0,0,5.0,0.0,0.0,0,0.0,16.0,0.0,0.0,0.0,18.0,0.0,XRF,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,262.0,0.0,253.0,0.0,Sato et al. 2015,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50000962838077,-29.500004186267244
313,LS-126,Llambias and Sato 1995,Las Piedritas Pluton,0,Granodiorite,P,451535.0,6736512.0,65.97,0.59,15.29,1.9,2.32,4.22,4.03,0.06,2.04,4.15,2.91,3.31,0.12,1.34,108.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,12.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,127.0,157.0,0.0,0.0,0.0,0,6.0,0.0,0.0,0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,XRF,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,262.0,0.0,253.0,0.0,Sato et al. 2015,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50000962838077,-29.500004186267244
314,LS-108,Llambias and Sato 1995,Las Piedritas Pluton,0,Granodiorite,P,451535.0,6736512.0,66.36,0.58,15.21,1.72,2.4,4.12,3.95,0.06,1.88,3.91,2.91,3.48,0.12,1.23,107.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,12.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,139.0,164.0,0.0,0.0,0.0,0,4.0,0.0,0.0,0,0.0,16.0,0.0,0.0,0.0,20.0,0.0,XRF,263.4,1.1,0.0,263.4,0.0,0,0.0,0.0,0.0,0.0,0,262.0,0.0,253.0,0.0,Sato et al. 2015,Rb-Sr,Biotite-whole rock,0.71331,0.0,1.866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50000962838077,-29.500004186267244
315,LS-114,Llambias and Sato 1995,Las Piedritas Pluton,0,Granodiorite,P,451535.0,6736512.0,67.45,0.51,15.05,1.84,1.83,3.67,3.49,0.07,1.6,3.69,2.93,3.67,0.09,1.3,107.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,11.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,131.0,158.0,0.0,0.0,0.0,0,5.0,0.0,0.0,0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,XRF,250.9,1.0,0.0,250.9,0.0,0,0.0,0.0,0.0,0.0,0,262.0,0.0,253.0,0.0,Sato et al. 2015,Rb-Sr,Biotite-whole rock,0.71273,0.0,1.8299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50000962838077,-29.500004186267244
316,RC-30,Llambias and Sato 1995,Las Piedritas Pluton,0,Granodiorite,P,451535.0,6736512.0,64.94,0.64,15.18,1.91,2.61,4.52,4.33,0.07,2.11,4.29,3.07,3.53,0.11,1.44,108.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,12.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,152.0,174.0,0.0,0.0,0.0,0,5.0,0.0,0.0,0,0.0,15.0,0.0,0.0,0.0,21.0,0.0,XRF,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,262.0,0.0,253.0,0.0,Sato et al. 2015,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50000962838077,-29.500004186267244
317,RC-28,Llambias and Sato 1995,Las Piedritas Pluton,0,Granodiorite,P,451535.0,6736512.0,65.4,0.62,15.25,2.03,2.36,4.39,4.19,0.07,2.03,4.12,2.98,3.52,0.11,1.66,108.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,12.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,146.0,166.0,0.0,0.0,0.0,0,7.0,0.0,0.0,0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,XRF,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,262.0,0.0,253.0,0.0,Sato et al. 2015,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50000962838077,-29.500004186267244
318,RC-27,Llambias and Sato 1995,Las Piedritas Pluton,0,Granodiorite,P,451535.0,6736512.0,65.71,0.57,15.25,1.82,2.36,4.18,4.0,0.07,1.9,4.0,3.02,3.51,0.11,1.4,107.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,10.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,143.0,177.0,0.0,0.0,0.0,0,5.0,0.0,0.0,0,0.0,18.0,0.0,0.0,0.0,30.0,0.0,XRF,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,262.0,0.0,253.0,0.0,Sato et al. 2015,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50000962838077,-29.500004186267244
319,RC-31,Llambias and Sato 1995,Las Piedritas Pluton,0,Granodiorite,P,451535.0,6736512.0,66.21,0.52,15.75,1.61,1.98,3.59,3.43,0.07,1.61,3.81,3.23,3.62,0.1,1.67,107.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,12.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,123.0,181.0,0.0,0.0,0.0,0,4.0,0.0,0.0,0,0.0,19.0,0.0,0.0,0.0,27.0,0.0,XRF,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,262.0,0.0,253.0,0.0,Sato et al. 2015,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50000962838077,-29.500004186267244
320,LS247,Llambias and Sato 1995,Los Leones Pluton,0,Granodiorite,P,452019.0,6625702.0,65.76,0.64,16.07,2.14,2.1,4.24,4.03,0.1,2.0,4.55,4.03,2.63,0.25,0.85,109.39,0.0,40.0,70.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,15.0,0.0,16.0,52.0,0.0,15.0,925.0,36.0,76.0,0.0,0.0,2.0,652.0,190.0,106.0,0.0,0.0,0.0,0,3.0,0.0,0.0,0,0.0,20.0,0.0,0.0,0.0,8.0,0.0,XRF,268.2,1.0,0.0,268.2,0.0,0,0.0,0.0,0.0,0.0,0,272.0,0.0,268.0,0.0,"Llambías and Sato,1995",Rb-Sr,Biotite-whole rock,0.705909,0.0,0.4707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50000458122108,-30.500002026414876
