,Sample,Reference,Unit,Location,Petrography,Rock type,East,North,sio2,tio2,al2o3,fe2o3,feo,Measured Fe,feo_tot,mno,mgo,cao,na2o,k2o,p2o5,LOI,Total,la_ppm,ce_ppm,pr_ppm,nd_ppm,sm_ppm,eu_ppm,gd_ppm,tb_ppm,dy_ppm,ho_ppm,er_ppm,tm_ppm,yb_ppm,lu_ppm,y_ppm,sc_ppm,hf_ppm,nb_ppm,ta_ppm,th_ppm,zn_ppm,co_ppm,ni_ppm,ba_ppm,cr_ppm,v_ppm,se_ppm,br_ppm,cu_ppm,sr_ppm,zr_ppm,rb_ppm,as_ppm,be_ppm,sb_ppm,sn_ppm,u_ppm,w_ppm,bi_ppm,cd_ppm,cs_ppm,ga_ppm,ge_ppm,In_ppm,mo_ppm,pb_ppm,ag_ppm,Tl,Analytical technique (element),Age (Ma) dating,±,Age (Ma) reference,age,±.1,Reference.1,Age max (Ma),±.2,Age min (Ma),±.3,Reference.2,Preferred Age max (Ma),±.4,Preferred Age min (Ma),±.5,Reference(s),Radiometric dating technique,Dated material,87Sr/86Sr,±.6,87Rb/86Sr,±.7,(87Sr/86Sr)i,147Sm/144Nd,±.8,143Nd/144Nd,±.9,eNd,(143Nd/144Nd)i,eNdi,(206Pb/204Pb)i,206Pb/204Pb,(207Pb/204Pb)i ,207Pb/204Pb,(208Pb/204Pb)i,208Pb/204Pb,208Pb/206Pb,207Pb/206Pb,Longitude,Latitude
517,144,Morata et al 2000,Pichidangui Formation,0,Undefined volcanic rock,V,262265.0,6433260.0,69.36,0.5,14.2,1.61,3.64,5.25,5.09,0.1,0.46,0.6,6.27,1.94,0.13,0.99,99.8,28.0,70.0,0.0,39.0,8.63,1.76,9.02,0.0,11.04,2.45,7.14,0.0,7.04,1.08,62.0,10.0,14.0,14.0,0.0,8.0,100.0,-1.0,-1.0,330.0,3.0,15.0,0.0,0.0,9.0,85.0,830.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ICP-AES, ICP-MS,TIMS",0.0,0.0,220.0,220.0,0.0,Morata t al 2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.52237470734377,-32.21213289289374
518,113,Morata et al 2000,Pichidangui Formation,0,Undefined volcanic rock,V,261812.0,6462686.0,70.0,0.4,14.38,0.45,3.4,3.85,3.8,0.06,0.67,1.68,4.78,3.06,0.05,0.87,99.8,29.0,67.0,0.0,35.0,7.53,1.18,6.7,1.3,7.76,1.84,4.87,0.82,4.62,0.69,50.0,7.0,10.47,11.69,1.09,10.74,64.0,2.0,7.0,500.0,14.0,22.0,0.0,0.0,26.0,110.0,430.0,116.9,0.0,0.0,0.0,0.0,3.05,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20.43,0.0,0.0,"ICP-AES, ICP-MS,TIMS",220.0,0.0,0.0,220.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.714758,0.0,0.0,0.0,0.70514,0.0,0.0,0.51267,0.0,3.0,0.512483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.51988583449506,-31.946822706450952
519,135,Morata et al 2000,Pichidangui Formation,0,Undefined volcanic rock,V,261137.0,6440547.0,71.25,0.39,13.4,0.46,3.92,4.38,4.33,0.12,2.07,0.13,5.85,0.41,0.09,2.01,100.1,46.0,116.0,0.0,60.0,14.99,2.3,14.0,0.0,16.0,3.21,7.94,0.0,7.86,1.15,101.0,5.0,7.0,9.0,0.0,8.0,165.0,-1.0,6.0,121.0,11.0,34.0,0.0,0.0,6.0,60.0,330.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ICP-AES, ICP-MS,TIMS",0.0,0.0,220.0,220.0,0.0,Morata t al 2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.53251313865397,-32.1462179758233
520,145a,Morata et al 2000,Pichidangui Formation,0,Undefined volcanic rock,V,262227.0,6432247.0,71.3,0.35,14.52,0.49,3.36,3.85,3.8,0.06,0.46,0.04,6.13,2.07,0.05,1.09,99.92,35.0,81.0,0.0,44.0,9.97,1.9,9.73,0.0,11.27,2.36,6.65,0.0,6.7,1.04,59.0,7.0,15.0,11.0,0.0,7.0,109.0,-1.0,2.0,310.0,7.0,12.0,0.0,0.0,10.0,50.0,760.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ICP-AES, ICP-MS,TIMS",0.0,0.0,220.0,220.0,0.0,Morata t al 2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.5230298283373,-32.22125474552167
521,142,Morata et al 2000,Pichidangui Formation,0,Undefined volcanic rock,V,260656.0,6434936.0,71.62,0.26,15.19,0.04,2.16,2.2,2.2,0.03,0.54,0.04,5.92,3.32,0.01,0.69,99.82,21.0,50.0,0.0,26.0,5.76,0.74,6.43,0.57,9.0,2.0,6.18,0.38,6.1,0.94,58.0,4.0,9.45,14.3,1.3,5.74,42.0,-1.0,5.0,350.0,9.0,14.0,0.0,0.0,5.0,84.0,312.0,48.8,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.38,0.0,0.0,"ICP-AES, ICP-MS,TIMS",220.0,0.0,0.0,220.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.714721,0.0,0.0,0.0,0.70946,0.0,0.0,0.512719,0.0,3.0,0.512526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.53901201177493,-32.19668603881624
522,120,Morata et al 2000,Pichidangui Formation,0,Undefined volcanic rock,V,261812.0,6462686.0,72.5,0.5,13.22,1.31,3.2,4.51,4.38,0.06,0.4,0.22,6.71,0.06,0.11,1.49,99.78,24.0,58.0,0.0,32.0,7.45,1.6,7.1,0.38,7.74,1.6,4.58,0.23,4.53,0.7,42.0,12.0,8.0,8.23,0.62,1.85,58.0,-1.0,3.0,320.0,3.0,12.0,0.0,0.0,8.0,132.0,342.0,0.3,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,"ICP-AES, ICP-MS,TIMS",220.0,0.0,0.0,220.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.707512,0.0,0.0,0.0,0.70749,0.0,0.0,0.70749,0.0,2.0,0.512437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.51988583449506,-31.946822706450952
523,131,Morata et al 2000,Pichidangui Formation,0,Undefined volcanic rock,V,264677.0,6459755.0,76.62,0.25,11.2,0.75,3.2,3.95,3.87,0.06,0.61,0.47,4.49,1.48,0.03,0.95,100.11,44.0,108.0,0.0,57.0,12.73,2.81,13.58,0.0,15.37,3.15,8.67,0.0,8.77,1.33,83.0,8.0,12.0,17.0,0.0,13.0,78.0,-1.0,4.0,350.0,8.0,12.0,0.0,0.0,4.0,75.0,580.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ICP-AES, ICP-MS,TIMS",0.0,0.0,220.0,220.0,0.0,Morata t al 2000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.49031378512942,-31.97383846789937
524,110,Morata et al 2000,Pichidangui Formation,0,Undefined volcanic rock,V,261812.0,6462686.0,76.7,0.15,11.55,0.22,2.48,2.7,2.68,0.04,0.07,0.69,4.18,2.8,0.01,0.85,99.74,48.0,113.0,0.0,62.0,13.94,1.73,10.26,1.55,11.39,2.22,6.0,0.83,5.98,0.92,59.0,4.0,6.76,13.58,1.02,13.13,48.0,-1.0,3.0,1000.0,4.0,11.0,0.0,0.0,7.0,95.0,280.0,71.6,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12.93,0.0,0.0,"ICP-AES, ICP-MS,TIMS",220.0,0.0,0.0,220.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.718434,0.0,0.0,0.0,0.71161,0.0,0.0,0.512304,0.0,5.0,0.512108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.51988583449506,-31.946822706450952
525,RBT289,Mpodozis and Kay 1992,Guanta Unit,0,Undefined plutonic rock,P,357973.0,6698227.0,59.72,1.47,15.98,1.8,5.16,6.96,6.78,0.12,2.06,4.84,4.1,2.98,0.39,1.28,100.37,50.2,115.8,0.0,64.2,12.2,2.17,0.0,1.53,0.0,0.0,0.0,0.0,4.52,0.64,0.0,17.7,15.5,0.0,1.4,19.6,0.0,204.0,17.0,924.0,12.0,0.0,0.0,0.0,0.0,320.0,0.0,130.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,310.0,310.0,8.0,Rex 1987,0.0,0.0,0.0,0.0,0,301.0,1.0,291.0,1.0,Ortiz and Merino 2015,Rb-Sr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.47012078637799,-29.83828538692032
526,HC221,Mpodozis and Kay 1992,Cochiguás Unit,0,Undefined plutonic rock,P,357796.0,6657593.0,72.43,0.18,15.21,0.47,0.94,1.41,1.36,0.06,0.44,2.07,3.6,3.43,0.11,0.98,99.97,20.5,39.4,0.0,16.5,3.04,0.66,0.0,0.32,0.0,0.0,0.0,0.0,0.86,0.11,0.0,2.5,2.4,0.0,0.8,5.9,0.0,1.3,1.0,611.0,1.0,0.0,0.0,0.0,0.0,240.0,0.0,136.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,301.0,4.0,259.0,6.0,Mpodozis y Cornejo 1988; Nasi y otros 1985,0.0,0.0,0.0,0.0,0,Rb-Sr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.47737827992881,-30.20484790328248
527,EV-GU,Mpodozis and Kay 1992,Guanta Unit,0,Undefined plutonic rock,P,362141.0,6695840.0,58.11,0.72,18.42,0.0,6.77,6.77,6.77,0.17,4.05,5.02,3.88,2.54,0.0,0.0,99.68,21.3,51.8,0.0,27.1,6.28,1.12,0.0,1.06,0.0,0.0,0.0,0.0,3.76,0.51,0.0,2.5,3.5,0.0,0.8,4.7,0.0,21.0,18.0,699.0,58.0,0.0,0.0,0.0,0.0,271.0,0.0,90.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,310.0,310.0,8.0,Rex 1988,0.0,0.0,310.0,8.0,Rex 1987,301.0,1.0,291.0,1.0,Ortiz and Merino 2015,Rb-Sr,0,0.709927,0.0,0.0,0.0,0.0,0.0,0.0,0.51233,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.42729550489925,-29.860294043088167
528,HC211,Mpodozis and Kay 1992,Guanta Unit,0,Undefined plutonic rock,P,356284.0,6647129.0,62.6,0.38,15.21,1.38,3.96,5.34,5.2,0.12,2.97,5.26,3.17,2.57,0.12,1.7,99.68,32.8,63.8,0.0,30.8,6.68,0.83,0.0,1.01,0.0,0.0,0.0,0.0,3.8,0.54,0.0,22.4,3.0,0.0,0.9,9.4,0.0,0.0,9.0,371.0,44.0,0.0,0.0,0.0,0.0,209.0,0.0,122.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,310.0,310.0,8.0,Rex 1989,0.0,0.0,310.0,8.0,Rex 1987,301.0,1.0,291.0,1.0,Ortiz and Merino 2015,Rb-Sr,0,0.713553,0.0,0.0,0.0,0.0,0.0,0.0,0.512276,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.4945107518699,-30.299067669285037
529,HC219,Mpodozis and Kay 1992,Cochiguás Unit,0,Undefined plutonic rock,P,363097.0,6674356.0,72.58,0.14,14.92,0.54,1.09,1.63,1.58,0.04,0.48,2.38,3.11,3.35,0.11,1.11,100.16,24.1,47.7,0.0,20.3,3.54,0.96,0.0,0.29,0.0,0.0,0.0,0.0,0.64,0.08,0.0,3.0,3.1,0.0,0.6,7.8,0.0,0.0,1.0,1394.0,5.0,0.0,0.0,0.0,0.0,300.0,0.0,117.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,301.0,4.0,259.0,6.0,Mpodozis y Cornejo 1988; Nasi y otros 1985,0.0,0.0,0.0,0.0,0,Rb-Sr,0,0.711329,0.0,0.0,0.0,0.0,0.0,0.0,0.512144,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.42015321389422,-30.054227001684083
530,NBT599,Mpodozis and Kay 1992,Cochiguás Unit,0,Undefined plutonic rock,P,361078.0,6779708.0,73.31,0.07,14.81,0.34,0.69,1.03,1.0,0.03,0.15,0.81,3.73,4.53,0.15,1.11,99.89,10.3,21.5,0.0,8.5,2.5,0.49,0.0,0.39,0.0,0.0,0.0,0.0,0.89,0.12,0.0,2.5,1.7,0.0,0.9,3.7,0.0,0.7,2.0,382.0,24.0,0.0,0.0,0.0,0.0,89.0,0.0,200.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,301.0,4.0,259.0,6.0,Mpodozis y Cornejo 1988; Nasi y otros 1985,0.0,0.0,0.0,0.0,0,Rb-Sr,0,0.733602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.42765075692039,-29.103476918201228
531,RBT276,Mpodozis and Kay 1992,Cochiguás Unit,0,Undefined plutonic rock,P,345156.0,6693901.0,74.48,0.25,13.26,0.43,0.87,1.3,1.26,0.03,0.32,1.62,3.33,4.11,0.05,1.04,99.74,34.9,68.8,0.0,27.0,5.6,0.83,0.0,0.94,0.0,0.0,0.0,0.0,4.7,0.67,0.0,6.1,4.9,0.0,2.4,20.1,0.0,0.0,7.0,877.0,16.0,0.0,0.0,0.0,0.0,120.0,0.0,196.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,301.0,4.0,259.0,6.0,Mpodozis y Cornejo 1988; Nasi y otros 1985,0.0,0.0,0.0,0.0,0,Rb-Sr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.6033717417682,-29.875768262629233
532,AC484B,Mpodozis and Kay 1992,Montosa Unit,0,Granodiorite,P,415584.0,6897251.0,64.64,0.62,16.74,1.22,3.06,4.28,4.16,0.1,1.54,4.22,4.23,1.69,0.18,1.22,99.83,13.6,39.4,0.0,0.0,5.45,1.29,0.0,0.75,0.0,0.0,0.0,0.0,2.56,0.34,0.0,13.5,5.6,0.0,0.7,4.1,0.0,0.0,3.0,657.0,5.0,0.0,0.0,0.0,0.0,310.0,0.0,72.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,263.0,263.0,32.0,Brook et al 1986,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Rb-Sr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.8589201301885,-28.047385022348443
533,AC441,Mpodozis and Kay 1992,Montosa Unit,0,Granodiorite,P,424794.0,6905378.0,73.18,0.25,14.0,0.42,1.05,1.47,1.43,0.05,0.51,1.3,3.68,4.19,0.06,1.24,100.2,34.8,68.8,0.0,21.1,2.77,0.69,0.0,0.28,0.0,0.0,0.0,0.0,1.06,0.16,0.0,2.9,2.5,0.0,0.5,10.5,0.0,0.0,0.0,879.0,6.0,0.0,0.0,0.0,0.0,190.0,0.0,126.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,263.0,263.0,32.0,Brook et al 1986,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Rb-Sr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.76469869116804,-27.974580922228128
534,AC481,Mpodozis and Kay 1992,Montosa Unit,0,Granodiorite,P,417835.0,6896317.0,67.7,0.55,15.28,1.13,2.81,3.94,3.83,0.09,1.41,3.9,4.04,1.6,0.17,1.4,100.37,24.0,52.2,0.0,26.8,4.7,1.11,0.0,0.62,0.0,0.0,0.0,0.0,2.13,0.3,0.0,10.8,4.8,0.0,0.7,7.0,0.0,0.0,4.0,427.0,5.0,0.0,0.0,0.0,0.0,266.0,0.0,84.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,263.0,263.0,32.0,Brook et al 1986,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Rb-Sr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.83608377603424,-28.05595687268755
535,AC494B,Mpodozis and Kay 1992,Montosa Unit,0,Granodiorite,P,419151.0,6909296.0,69.7,0.45,14.68,0.9,2.24,3.14,3.05,0.09,1.13,2.97,3.79,2.47,0.12,1.13,99.91,33.7,70.3,0.0,31.9,5.7,1.03,0.0,0.82,0.0,0.0,0.0,0.0,2.41,0.36,0.0,8.6,4.8,0.0,0.8,8.6,0.0,0.0,5.0,1044.0,6.0,0.0,0.0,0.0,0.0,245.0,0.0,92.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,263.0,263.0,32.0,Brook et al 1986,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,Rb-Sr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.82180449689429,-27.93888452778878
536,HC191,Mpodozis and Kay 1992,El Volcán Unit,0,Granite,P,377909.0,6616850.0,72.81,0.33,13.41,0.93,1.87,2.8,2.71,0.06,0.49,2.14,2.53,4.21,0.1,1.09,99.97,27.6,55.7,0.0,23.9,5.55,0.86,0.0,0.84,0.0,0.0,0.0,0.0,2.31,0.32,0.0,5.8,4.0,0.0,0.9,9.7,0.0,4.1,6.0,674.0,75.0,0.0,0.0,0.0,0.0,94.0,0.0,146.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,271.0,0.0,247.0,4.0,"Mpodozis y Cornejo, 1988; Mpodozis and Kay 1992",0.0,0.0,0.0,0.0,0,K-Ar,0,0.724959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.2732263519733,-30.574612860639547
537,HC29,Mpodozis and Kay 1992,El Volcán Unit,0,Granite,P,377193.0,6631717.0,75.79,0.17,12.63,0.48,0.96,1.44,1.39,0.04,0.2,1.28,2.35,4.75,0.06,1.08,100.01,21.8,51.9,0.0,25.9,5.67,0.56,0.0,1.06,0.0,0.0,0.0,0.0,3.88,0.53,0.0,5.5,2.7,0.0,1.1,11.7,0.0,1.7,0.0,421.0,4.0,0.0,0.0,0.0,0.0,74.0,0.0,209.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,271.0,0.0,247.0,4.0,"Mpodozis y Cornejo, 1988; Mpodozis and Kay 1992",0.0,0.0,0.0,0.0,0,K-Ar,0,0.752663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.27893481443022,-30.440414725779995
538,HC20,Mpodozis and Kay 1992,El Volcán Unit,0,Granite,P,384305.0,6646354.0,69.71,0.26,15.62,1.02,2.05,3.07,2.97,0.04,0.55,2.32,3.83,2.53,0.12,1.7,100.1,36.4,68.1,0.0,29.6,5.44,1.02,0.0,0.74,0.0,0.0,0.0,0.0,2.38,0.34,0.0,9.7,7.1,0.0,0.7,14.5,0.0,0.0,4.0,747.0,5.0,0.0,0.0,0.0,0.0,250.0,0.0,124.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,271.0,0.0,247.0,4.0,"Mpodozis y Cornejo, 1988; Mpodozis and Kay 1992",0.0,0.0,0.0,0.0,0,K-Ar,0,0.713171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.20326462916479,-30.309063074142063
539,AC336,Mpodozis and Kay 1992,Chollay Unit,0,Undefined plutonic rock,P,440832.0,6878818.0,68.48,0.42,15.98,0.78,1.96,2.74,2.66,0.08,0.91,2.67,4.11,3.51,0.12,0.95,100.13,56.3,104.2,0.0,36.6,5.96,0.91,0.0,0.76,0.0,0.0,0.0,0.0,2.71,0.37,0.0,7.4,4.6,0.0,1.0,10.9,0.0,0.0,3.0,1531.0,4.0,0.0,0.0,0.0,0.0,214.0,0.0,132.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,238.0,6.0,227.0,0.0,Nasi et al 1985; Mpodozis and Kay 1992,249.0,0.7,234.0,1.0,Álvarez et al 2013; Salazar et al 2013; Ortiz and Merino 2015; Salazar and Coloma 2016,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.60297022982272,-28.215139073546794
540,AC42,Mpodozis and Kay 1992,Chollay Unit,0,Undefined plutonic rock,P,420065.0,6823759.0,67.2,0.52,16.57,0.78,1.95,2.73,2.65,0.08,1.03,2.97,4.66,2.83,0.19,1.15,100.37,26.2,52.5,0.0,24.8,4.49,1.15,0.0,0.64,0.0,0.0,0.0,0.0,2.98,0.42,0.0,6.3,6.3,0.0,0.7,5.2,0.0,0.0,0.0,939.0,6.0,0.0,0.0,0.0,0.0,276.0,0.0,80.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,238.0,6.0,227.0,0.0,Nasi et al 1985; Mpodozis and Kay 1992,249.0,0.7,234.0,1.0,Álvarez et al 2013; Salazar et al 2013; Ortiz and Merino 2015; Salazar and Coloma 2016,0,0,0.706797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.81840719344937,-28.710992384058212
541,IS1,Mpodozis and Kay 1992,Chollay Unit,0,Undefined plutonic rock,P,401166.0,6711907.0,74.84,0.22,12.9,0.42,0.85,1.27,1.23,0.06,0.38,1.23,3.96,3.78,0.05,0.76,99.53,24.4,49.6,0.0,18.6,4.22,0.42,0.0,0.68,0.0,0.0,0.0,0.0,2.77,0.41,0.0,5.5,2.9,0.0,1.6,17.5,0.0,0.0,16.0,377.0,25.0,0.0,0.0,0.0,0.0,100.0,0.0,232.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,238.0,6.0,227.0,0.0,Nasi et al 1985; Mpodozis and Kay 1992,249.0,0.7,234.0,1.0,Álvarez et al 2013; Salazar et al 2013; Ortiz and Merino 2015; Salazar and Coloma 2016,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.02184832577524,-29.71906418418203
542,NBT107,Mpodozis and Kay 1992,Chollay Unit,0,Undefined plutonic rock,P,390316.0,6789226.0,73.0,0.23,14.22,0.55,1.09,1.64,1.59,0.09,0.65,0.95,4.22,3.82,0.11,1.09,100.2,22.5,49.8,0.0,20.1,4.47,0.49,0.0,0.69,0.0,0.0,0.0,0.0,3.02,0.43,0.0,6.2,3.2,0.0,1.3,14.6,0.0,1.8,1.0,505.0,19.0,0.0,0.0,0.0,0.0,137.0,0.0,250.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,238.0,6.0,227.0,0.0,Nasi et al 1985; Mpodozis and Kay 1992,249.0,0.7,234.0,1.0,Álvarez et al 2013; Salazar et al 2013; Ortiz and Merino 2015; Salazar and Coloma 2016,0,0,0.721142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.1263029291684,-29.020446919766336
